hie	PAVD	hier	hièr
her	AVD	her	hëre
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
gesant.>	VVPP	gesant	sènten
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
meleranz	NE.Nom.Sg	Meleranz	Meleranz
zehant	AVD	zehant	zehant
<frowe	NA.Fem.Nom.Sg.*	<unknown>	krouwe
,	$_	,	,
ir	PPER.*.Nom.Pl.2	ir	ir
sult	VMFIN.*.Pres.Pl.2	sulet	solen
kein	DIA.Fem.Akk.Sg.*	kein	kèin
angest	NA.Fem,Masc.Akk.Sg.st	angest	angest
hân	VAINF	hân	haben
,	$_	,	,
als	KO*	als	allsô
verre	AVD	verre	vërre
ich	PPER.*.Nom.Sg.1	ich	ich
ez	PPER.Neut.Akk.Sg.3	ez	ër
erweren	VVINF	erweren	erwèren
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
,	$_	,	,
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
iuwer	DPOSA.Fem.Akk.Sg.*	iuwer	iuwer
êre	NA.Fem.Akk.Sg.st	êre	êre
wern	VVINF	wern	wèren
.	$_	.	.
	
ih	PPER.*.Nom.Sg.1	ich	ich
trûwe	VVFIN.*.Pres.Sg.1	trûwe	trûwen
iuch	PPER.*.Akk.Pl.2	iuch	ir
rehte	AVD	rehte	rëhte
wol	AVD	wole	wole
ernern	VVINF	ernern	ernèren
vor	APPR	vore	vore
iuwers	DPOSA.Masc.Gen.Sg.st	iuwers	iuwer
oeheims	NA.Masc.Gen.Sg.st	oeheimes	<unknown>
gewalt.>	NA.Masc.Dat.Sg.st	gewalte	gewalt
alsô	AVD	alsô	allsô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
degen	NA.Masc.Nom.Sg.st	degen	dëgen
balt	ADJN.Masc.Nom.Sg.*	balt	bald
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
diu	DDART.Fem.Nom.Sg.*	diu	dër
küniginne	NA.Fem.Nom.Sg.*	küninginne	küninginne
frô	ADJD.Pos	vrô	vrô
.	$_	.	.
	
in	APPR	in	in
daz	DDART.Neut.Akk.Sg.*	daz	dër
gezelt	NA.Neut.Akk.Sg.st	gezelt	gezëlt
truoc	VVFIN.Ind.Past.Sg.3	truoc	tragen
man	PI.*.Nom.Sg.st	man	man
dô	AVD	dô	dô
trinken	NA.Neut.Akk.Sg.st	trinken	trinken
für	APPR	vüre	vüre
die	DDART.Fem.Akk.Sg.*	die	dër
künigîn	NA.Fem.Akk.Sg.st	küningîn	küninginne
in	APPR	in	in
mangem	DIA.Masc.Dat.Sg.st	manigem	manig
kopfe	NA.Masc.Dat.Sg.st	kopfe	kopf
guldîn	ADJN	güldîn	güldîn
.	$_	.	.
	
dô	KOUS	dô	dô
daz	DDART.Neut.Nom.Sg.*	daz	dër
schenken	NA.Neut.Nom.Sg.st	schenken	schènken
was	VAFIN.Ind.Past.Sg.3	was	wësen
getân	VVPP	getân	tuon
,	$_	,	,
meleranz	NE.Nom.Sg	Meleranz	Meleranz
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
man	NA.Masc.Nom.Sg.st	man	mann
stuont	VVFIN.Ind.Past.Sg.3	stuont	stân
ûf	PTKVZ	ûf	ûf
und	KON	und	unte
zuo	APPR	zuo	ze
der	DDART.Fem.Dat.Sg.*	der	dër
meide	NA.Fem.Dat.Sg.st	meide	maged
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
<frowe	NA.Fem.Nom.Sg.*	<unknown>	krouwe
,	$_	,	,
iuwern	DPOSA.Masc.Akk.Sg.st	iuwern	iuwer
ungemach	NA.Masc.Akk.Sg.st	ungemach	ungemach
und	KON	und	unte
swaz	PG.Neut.Nom.Sg.st	swaz	swër
iu	PPER.*.Dat.Pl.2	iu	ir
leides	NA.Neut.Gen.Sg.st	leides	lèid
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
getân	VVPP	getân	tuon
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich>	PPER.*.Nom.Sg.1	ich	ich
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
man	NA.Masc.Nom.Sg.st	man	mann
<immer	AVD	niemer	ièmer
gerne	AVD	gerne	gërne
rechen	VVINF	rechen	rëchen
,	$_	,	,
swenn	AVG	swenne	swanne
ich	PPER.*.Nom.Sg.1	ich	ich
daz	DDS.Neut.Akk.Sg.*	daz	dër
mac	VMFIN.Ind.Pres.Sg.1	mac	mügen
gezechen	VVINF	gezechen	gezëchen
.	$_	.	.
	
wil	VMFIN.Ind.Pres.Sg.3	wile	wèllen
uns	PPER.*.Dat.Pl.1	uns	wir
got	NA.Masc.Nom.Sg.st	got	got
genaedic	ADJD.Pos	genædic	genædig
wesen	VAINF	wesen	wësen
,	$_	,	,
wir	PPER.*.Nom.Pl.1	wir	wir
suln	VMFIN.*.Pres.Pl.1	sulen	solen
rehte	AVD	rehte	rëhte
wol	AVD	wole	wole
genesen	VVINF	genesen	genësen
vor	APPR	vore	vore
iuwers	DPOSA.Masc.Gen.Sg.st	iuwers	iuwer
oeheimes	NA.Masc.Gen.Sg.*	oeheimes	oèhèime
drô.>	NA.Masc.Dat.Sg.st	drouwe	drôw
dô	AVD	dô	dô
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
diu	DDART.Fem.Nom.Sg.*	diu	dër
juncfrowe	NA.Fem.Nom.Sg.*	juncvrouwe	jungvrouwe
frô	ADJD.Pos	vrô	vrô
.	$_	.	.
	
meleranz	NE.Nom.Sg	Meleranz	Meleranz
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
man	NA.Masc.Nom.Sg.st	man	mann
gienc	VVFIN.Ind.Past.Sg.3	gienc	gân
mit	APPR	mit	mit
den	DDART.*.Dat.Pl.*	den	dër
rittern	NA.Masc.Dat.Pl.st	rittern	rîtære
ûf	APPR	ûf	ûf
den	DDART.Masc.Akk.Sg.*	den	dër
plân	NA.Masc.Akk.Sg.st	plân	plân
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
künigîn	NA.Fem.Nom.Sg.*	küningîn	küninginne
mit	APPR	mit	mit
ir	DPOSA.Fem.Dat.Sg.*	ire	ire
frouwen	NA.Fem.Dat.Pl.*	vrouwen	vrouwe
gienc	VVFIN.Ind.Past.Sg.3	gienc	gân
ouch	AVD	ouch	ouch
her	PAVD	her	hëre
ûz	PAVAP	ûz	ûz
durch	APPR	durch	durh
schouwen	NA.Neut.Akk.Sg.wk	schouwen	schouwen
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
wolde	VMFIN.*.Past.Sg.3	wolte	wèllen
daz	DDS.Neut.Akk.Sg.*	daz	dër
vil	AVD	vile	vile
gerne	AVD	gerne	gërne
sehen	VVINF	sehen	sëhen
waz	PW.Neut.Nom.Sg.st	waz	wër
ir	PPER.Fem.Dat.Sg.3	ir	ër
leides	NA.Neut.Gen.Sg.st	leides	lèid
waer	VAFIN.Subj.Past.Sg.3	wær	wësen
geschehen	VVPP	geschehen	geschëhen
.	$_	.	.
	
an	APPR	an	ane
ir	DPOSA	ire	ire
linden	NA.Fem.Dat.Sg.st	linden	linte
und	KON	und	unte
an	APPR	an	ane
ir	DPOSA	ire	ire
bade	NA.Neut.Dat.Sg.st	bade	bad
was	VAFIN.Ind.Past.Sg.3	was	wësen
ir	PPER.Fem.Dat.Sg.3	ir	ër
geschehen	VVPP	geschehen	geschëhen
kein	DIA.Masc.Nom.Sg.*	kein	kèin
schade	NA.Masc.Nom.Sg.*	schade	schade
.	$_	.	.
	
libers	NE.Nom.Sg	Libers	Libers
der	DDART.Masc.Nom.Sg.*	der	dër
künc	NA.Masc.Nom.Sg.st	küninc	küning
von	APPR	von	von
lorgân	NE.Dat.Sg	Lorgan	Lorgân
der	DDS.Masc.Nom.Sg.*	der	dër
het	VAFIN.*.Past.Sg.3	hæte	haben
ir	PPER.*.Gen.Pl.3	ir	ër
ungern	AVD	ungerne	ungërne
iht	NA.Neut.Akk.Sg.st	iht	iht
getân	VVPP	getân	tuon
an	APPR	an	ane
ir	DPOSA.Neut.Dat.Sg.*	ire	ire
bette	NA.Neut.Dat.Sg.st	bette	bètte
und	KON	und	unte
an	APPR	an	ane
ir	DPOSA.Neut.Dat.Sg.*	ire	ire
bade	NA.Neut.Dat.Sg.st	bade	bad
daz	KOUS	daz	dazz
ir	PPER.Fem.Dat.Sg.3	ir	ër
waer	VAFIN.Subj.Past.Sg.3	wær	wësen
gewesen	VAPP	gewesen	wësen
schade	NA.Masc.Nom.Sg.*	schade	schade
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
het	VAFIN.*.Past.Sg.3	hæte	haben
die	DDART.Fem.Akk.Sg.*	die	dër
minneclîchen	ADJA.Pos.Fem.Akk.Sg.wk	minniclîchen	minniglich
magt	NA.Fem.Akk.Sg.st	maget	maged
und	KON	und	unte
ir	DPOSA.Fem.Akk.Sg.*	ire	ire
minne	NA.Fem.Akk.Sg.st	minne	minne
gern	AVD	gerne	gërne
bejagt	VVPP	bejaget	bejagen
,	$_	,	,
dâ	PAVD	dâ	dâr
von	PAVAP	von	vone
het	VAFIN.*.Past.Sg.3	hæte	haben
sich	PRF.Akk.*.*	sich	sich
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
man	NA.Masc.Nom.Sg.st	man	mann
zuo	APPR	zuo	ze
der	DDART.Fem.Dat.Sg.*	der	dër
linden	NA.Fem.Dat.Sg.st	linden	linte
ûf	APPR	ûf	ûf
den	DDART.Masc.Akk.Sg.*	den	dër
plân	NA.Masc.Akk.Sg.st	plân	plân
geleit	VVPP	geleit	lègen
durch	APPR	durch	durh
âventiure	NA.Fem.Akk.Sg.st	âventiure	âventiure
,	$_	,	,
ob	KOUS	ob	obe
der	DDART.Masc.Nom.Sg.*	der	dër
helt	NA.Masc.Nom.Sg.st	helt	hèled
gehiure	ADJN.Masc.Nom.Sg.wk	gehiure	gehiure
mit	APPR	mit	mit
manheit	NA.Fem.Dat.Sg.st	manheit	mannhèit
möht	VMFIN.*.Past.Sg.3	mohte	mügen
verdienet	VVPP	verdienet	verdiènen
hân	VAINF	hân	haben
die	DDART.Fem.Akk.Sg.*	die	dër
juncfrowen	NA.Fem.Akk.Sg.st	juncvrouwen	jungvrouwe
wolgetân	ADJN.Fem.Akk.Sg.*	wolegetân	wolegetân
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
het	VAFIN.*.Past.Sg.3	hæte	haben
er	PPER.Masc.Nom.Sg.3	er	ër
gedingen	NA.Neut.Akk.Sg.st	gedingen	gedingen
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
wând	VVFIN.Ind.Past.Sg.3	wânte	wænen
im	PPER.Masc.Dat.Sg.3	im	ër
solt	VMFIN.*.Past.Sg.3	solte	solen
gelingen	VVINF	gelingen	gelingen
an	APPR	an	ane
der	DDART.Fem.Dat.Sg.*	der	dër
küniginne	NA.Fem.Dat.Sg.st	küninginne	küninginne
rîch	ADJN.Fem.Dat.Sg.*	rîche	rîche
.	$_	.	.
	
nu	AVD	nû	nû
het	VAFIN.*.Past.Sg.3	hæte	haben
diu	DDART.Fem.Nom.Sg.*	diu	dër
maget	NA.Fem.Nom.Sg.st	maget	maged
minneclîch	ADJN.Fem.Nom.Sg.*	minniclich	minniglich
ir	PPER.Fem.Dat.Sg.3	ir	ër
ze	APPR	ze	ze
herzenlieb	NA.Fem.Dat.Sg.st	herzenliebe	hërzenlièbe
erwelt	VVPP	erwelt	erwèlen
meleranz	NE.Akk.Sg	Meleranz	Meleranz
den	DDART.Masc.Akk.Sg.*	den	dër
werden	ADJA.Pos.Masc.Akk.Sg.*	werden	wërd
helt	NA.Masc.Akk.Sg.st	helt	hèled
.	$_	.	.
	
swaz	PG.Neut.Nom.Sg.st	swaz	swër
ir	PPER.Fem.Dat.Sg.3	ir	ër
ze	APPR	ze	ze
leide	NA.Fem.Dat.Sg.st	leide	lèide
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
oder	KON	oder	oder
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ir	PPER.Fem.Dat.Sg.3	ir	ër
ir	DPOSA	ire	ire
oeheim	NA.Masc.Nom.Sg.*	oeheim	oèhèime
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
half	VVFIN.Ind.Past.Sg.3	half	hëlfen
niht	PTKNEG	niht	niht
,	$_	,	,
si	PPER.Fem.Nom.Sg.3	si	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
doch	AVD	doch	doh
staete	ADJD.Pos	stæte	stæte
.	$_	.	.
	
swaz	PG.Neut.Akk.Sg.st	swaz	swër
man	PI.*.Nom.Sg.st	man	man
ir	PPER.Fem.Dat.Sg.3	ir	ër
leides	NA.Neut.Gen.Sg.st	leides	lèid
taete	VVFIN.*.Past.Sg.3	tete	tuon
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
liez	VVFIN.Ind.Past.Sg.3	liez	lâzen
si	PPER.Fem.Nom.Sg.3	si	ër
allez	DID.Neut.Akk.Sg.st	allez	all
underwegen	AVD	underwegen	unterwëgen
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
gedâht<	VVFIN.Ind.Past.Sg.3	gedâhte	gedènken
mich	PPER.*.Akk.Sg.1	mich	ich
mac	VMFIN.Ind.Pres.Sg.3	mac	mügen
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
degen	NA.Masc.Nom.Sg.st	degen	dëgen
noch	KON	noch	noh
an	APPR	an	ane
ganze	ADJA.Pos.Fem.Akk.Sg.st	ganze	ganz
fröude	NA.Fem.Akk.Sg.st	vröuwede	vröuwede
bringen	VVINF	bringen	bringen
.	$_	.	.
	
die	DRELS.*.Nom.Pl	die	dër
mich	PPER.*.Akk.Sg.1	mich	ich
wellent	VMFIN.Ind.Pres.Pl.3	wellent	wèllen
twingen	VVINF	twingen	dwingen
daz	KOUS	daz	dazz
mich	PPER.*.Akk.Sg.1	mich	ich
der	DDART.Masc.Nom.Sg.*	der	dër
unstaet	NA.Fem.Gen.Sg.st	unstate	unstæte
gezeme	VVFIN.Subj.Pres.Sg.3	gezeme	gezëmen
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
einander	DIA.Neut.Akk.Sg.*	einander	èinander
liep	NA.Neut.Akk.Sg.st	liep	lièb
neme	VVFIN.Subj.Pres.Sg.1	neme	nëmen
,	$_	,	,
die	DDS.*.Nom.Pl.*	die	dër
verliesent	VVFIN.Ind.Pres.Pl.3	verliesent	verlièsen
al	DIA	al	all
ir	DPOSA.Fem,Neut.Akk.Sg.*	ire	ire
arbeit	NA.Fem,Neut.Akk.Sg.st	arbeit	arbèit
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
weiz	VVFIN.Ind.Pres.Sg.1	weiz	wizzen
wol	AVD	wole	wole
daz	KOUS	daz	dazz
unstaetikeit	NA.Fem.Akk.Sg.st	unstæticheit	unstætighèit
niemen	DIA.*.Nom.Sg.st	nieman	nièmannd
zimt	VVFIN.Ind.Pres.Sg.3	zimet	zëmen
der	DRELS.Masc.Nom.Sg	der	dër
êre	NA.Fem.Akk.Sg.st	êre	êre
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
.	$_	.	.
	
swaz	PG.Neut.Akk.Sg.st	swaz	swër
man	PI.*.Nom.Sg.st	man	man
mir	PPER.*.Dat.Sg.1	mir	ich
tuot	VVFIN.Ind.Pres.Sg.3	tuot	tuon
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
wol	AVD	wole	wole
rât>	NA.Masc.Nom.Sg.st	rât	rât
gedâht	VVPP	gedâht	gedènken
diu	DDART.Fem.Nom.Sg.*	diu	dër
maget	NA.Fem.Nom.Sg.st	maget	maged
wol	AVD	wole	wole
getân	ADJN.Fem.Nom.Sg.*	getân	getân
.	$_	.	.
	
<des	DDS.Neut.Gen.Sg.*	des	dër
mac	VMFIN.Ind.Pres.Sg.3	mac	mügen
mich	PPER.*.Akk.Sg.1	mich	ich
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
man	NA.Masc.Nom.Sg.st	man	mann
alles	AVD	alles	alles
wol	AVD	wole	wole
ergetzen	VVINF	ergetzen	ergètzen
und	KON	und	unte
mich	PPER.*.Akk.Sg.1	mich	ich
noch	AVD	noch	noh
frô	ADJD.Pos	vrô	vrô
gesetzen	VVINF	gesetzen	gesètzen
,	$_	,	,
den	DRELS.Masc.Akk.Sg	den	dër
ich	PPER.*.Nom.Sg.1	ich	ich
mir	PRF.Dat.Sg.st	mir	ich
ze	APPR	ze	ze
liebe	NA.Fem.Dat.Sg.st	liebe	lièbe
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
erkorn.>	VVPP	erkoren	erkièsen
sus	AVD	sus	sus
lept	VVFIN.Ind.Pres.Sg.3	lebet	lëben
diu	DDART.Fem.Nom.Sg.*	diu	dër
maget	NA.Fem.Nom.Sg.st	maget	maged
wolgeborn	VVPP	wolegeboren	wolegebëren
mit	APPR	mit	mit
liebe	NA.Fem.Dat.Sg.st	liebe	lièbe
und	KON	und	unte
mit	APPR	mit	mit
leide	NA.Fem.Dat.Sg.st	leide	lèide
,	$_	,	,
unzdaz	KOUS	unz_daz	unze_dazz
ir	DPOSA.Fem.Nom.Sg.*	ire	ire
herzen	NA.Neut.Gen.Sg.wk	herzen	hërze
ougenweide	NA.Fem.Nom.Sg.*	ougenweide	ougenwèide
zuo	APPR	zuo	ze
ir	PPER.Fem.Dat.Sg.3	ir	ër
kom	VVFIN.Ind.Past.Sg.3	kom	komen
in	APPR	in	in
daz	DDART.Neut.Akk.Sg.*	daz	dër
lant	NA.Neut.Akk.Sg.st	lant	lant
,	$_	,	,
meleranz	NE.Nom.Sg	Meleranz	Meleranz
der	DDART.Masc.Nom.Sg.*	der	dër
wîgant	NA.Masc.Nom.Sg.st	wîgant	wîgant
.	$_	.	.
	
dô	AVD	dô	dô
het	VAFIN.*.Past.Sg.3	hæte	haben
ein	DIART.Masc,Neut.Nom.Sg.*	ein	èin
end	NA.Masc,Neut.Nom.Sg.st	ende	ènte
ir	DPOSA.Masc,Neut.Akk.Sg.*	ire	ire
ungemach	NA.Masc,Neut.Akk.Sg.st	ungemach	ungemach
.	$_	.	.
	
swaz	PG.Neut.Nom.Sg.st	swaz	swër
ir	PPER.Fem.Dat.Sg.3	ir	ër
leides	NA.Neut.Gen.Sg.st	leides	lèid
ie	AVD	ie	iè
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
nu	AVD	nû	nû
vergezzen	VVPP	vergezzen	vergëzzen
gar	AVD	gar	gare
.	$_	.	.
	
sich	PRF.Akk.*.*	sich	sich
fröut	VVFIN.*.Past.Sg.3	vröuwete	vröuwen
diu	DDART.Fem.Nom.Sg.*	diu	dër
juncfrowe	NA.Fem.Nom.Sg.*	juncvrouwe	jungvrouwe
klâr	ADJN.Fem.Nom.Sg.*	klâr	klâr
daz	KOUS	daz	dazz
ir	DPOSA.Masc.Nom.Sg.*	ire	ire
ritter	NA.Masc.Nom.Sg.st	ritter	rîtære
bî	APPR	bî	bî
ir	PPER.Fem.Dat.Sg.3	ir	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
gienc	VVFIN.Ind.Past.Sg.3	gienc	gân
mit	APPR	mit	mit
fröuden	NA.Fem.Dat.Pl.*	vröuweden	vröuwede
ûf	APPR	ûf	ûf
dem	DDART.Neut.Dat.Sg.*	dem	dër
gras	NA.Neut.Dat.Sg.st	grase	gras
,	$_	,	,
si	PPER.Fem.Nom.Sg.3	si	ër
und	KON	und	unte
ir	DPOSA	ire	ire
juncfrouwen	NA.Fem.Akk.Sg.st	juncvrouwen	jungvrouwe
,	$_	,	,
hin	AVD	hin	hine
und	KON	und	unte
her	AVD	her	hëre
durch	APPR	durch	durh
schouwen	NA.Neut.Akk.Sg.wk	schouwen	schouwen
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
künigîn	NA.Fem.Nom.Sg.*	küningîn	küninginne
des	DDS.Neut.Gen.Sg.*	des	dër
niht	PTKNEG	niht	niht
enlie	PTKNEG|VVFIN.Ind.Past.Sg.3	en|lie	ne|lâzen
,	$_	,	,
für	APPR	vüre	vüre
meleranz	NE.Gen.Sg	Melerant	Melran
gezelt	NA.Neut.Akk.Sg.st	gezelt	gezëlt
si	PPER.Fem.Nom.Sg.3	si	ër
gie	VVFIN.Ind.Past.Sg.3	gie	gân
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
edel	ADJA.Pos.Fem.Nom.Sg.*	edel	èdele
juncfrowe	NA.Fem.Nom.Sg.*	juncvrouwe	jungvrouwe
klâr	ADJN.Fem.Nom.Sg.*	klâr	klâr
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
der	DDART.*.Gen.Pl.*	der	dër
verhowen	ADJA.Pos.*.Gen.Pl.*	verhouwen	verhouwen
schilte	NA.Masc.Gen.Pl.st	schilde	schilt
war	NA.Fem.Akk.Sg.st	war	ware
dâ	PAVD	dâ	dâr
die	DDS.*.Nom.Pl.*	die	dër
für	PAVAP	vüre	vüre
wârn	VAFIN.Ind.Past.Pl.3	wârn	wësen
gehangen	VVPP	gehangen	hâhen
.	$_	.	.
	
dô	KOUS	dô	dô
si	PPER.Fem.Nom.Sg.3	si	ër
dar	PAVD	dâr	dâr
zuo	PAVAP	zuo	zuo
kam	VVFIN.Ind.Past.Sg.3	kam	komen
gegangen	VVPP	gegangen	gân
,	$_	,	,
si	PPER.Fem.Nom.Sg.3	si	ër
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
der	DDART.*.Gen.Pl.*	der	dër
wâfen	NA.Neut.Gen.Pl.st	wâfene	wâfen
rehte	AVD	rehte	rëhte
war	NA.Fem.Akk.Sg.st	war	ware
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
wârn	VAFIN.Ind.Past.Pl.3	wârn	wësen
mit	APPR	mit	mit
spern	NA.Neut.Dat.Pl.st	spern	spër
durchriten	VVPP	durchriten	durhrîten
gar	AVD	gar	gare
und	KON	und	unte
ouch	AVD	ouch	ouch
mit	APPR	mit	mit
swerten	NA.Neut.Dat.Pl.st	swerten	swërt
verhouwen	VVPP	verhouwen	verhouwen
.	$_	.	.
	
die	DDART.*.Akk.Pl.*	die	dër
schilt	NA.Masc.Akk.Pl.st	schilde	schilt
begunde	VVFIN.*.Past.Sg.3	begunde	beginnen
si	PPER.Fem.Nom.Sg.3	si	ër
schouwen	VVINF	schouwen	schouwen
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
die	DDART.*.Nom.Pl.*	die	dër
schilt	NA.Masc.Nom.Pl.st	schilde	schilt
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
sêr	AVD	sêr	sêre
versniten	VVPP	versniten	versnîden
.	$_	.	.
	
mîn	DPOSA.Masc.Nom.Sg.*	mîn	mîn
friunt	NA.Masc.Nom.Sg.st	vriunt	vriunt
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
grôze	ADJA.Pos.Fem.Akk.Sg.st	grôze	grôz
nôt	NA.Fem.Akk.Sg.st	nôt	nôt
erliten	VVPP	erliten	erlîden
,	$_	,	,
êdaz	KO*	ê_daz	ê_dazz
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
man	NA.Masc.Nom.Sg.st	man	mann
uns	PPER.*.Dat.Pl.1	uns	wir
habe	VAFIN.Subj.Pres.Sg.3	habe	haben
gefrîet	VVPP	gevrîet	vrîen
disen	DDA.Masc.Akk.Sg.*	disen	dise
plân.>	NA.Masc.Akk.Sg.st	pflân	plân
si	PPER.Fem.Nom.Sg.3	si	ër
gienc	VVFIN.Ind.Past.Sg.3	gienc	gân
hin	AVD	hin	hine
wider	AVD	wider	widere
alzehant	AVD	alzehant	allzehant
dâ	AVD	dâ	dâr
si	PPER.Fem.Nom.Sg.3	si	ër
meleranzen	NE.Akk.Sg	Meleranzen	Meleranze
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
bî	APPR	bî	bî
andern	DIA.*.Dat.Pl.st	andern	ander
rittern	NA.Masc.Dat.Pl.st	rittern	rîtære
stân	VVINF	stân	stân
.	$_	.	.
	
dô	KOUS	dô	dô
er	PPER.Masc.Nom.Sg.3	er	ër
die	DDART.Fem.Akk.Sg.*	die	dër
maget	NA.Fem.Akk.Sg.st	maget	maged
her	AVD	her	hëre
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
gân	VVINF	gân	gân
.	$_	.	.
	
vil	AVD	vile	vile
zühteclîch	AVD	zühticlîche	zühtiglîche
er	PPER.Masc.Nom.Sg.3	er	ër
gên	APPR	gein	gègen
ir	PPER.Fem.Dat.Sg.3	ir	ër
gie	VVFIN.Ind.Past.Sg.3	gie	gân
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
magt	NA.Fem.Nom.Sg.st	maget	maged
in	PPER.Masc.Akk.Sg.3	in	ër
bî	APPR	bî	bî
der	DDART.Fem.Dat.Sg.*	der	dër
hende	NA.Fem.Dat.Sg.st	hende	hant
vie	VVFIN.Ind.Past.Sg.3	vieng	vâhen
und	KON	und	unte
gienc	VVFIN.Ind.Past.Sg.3	gienc	gân
mit	APPR	mit	mit
dem	DDART.Masc.Dat.Sg.*	dem	dër
werden	ADJA.Pos.Masc.Dat.Sg.wk	werden	wërd
man	NA.Masc.Dat.Sg.st	manne	mann
wider	AVD	wider	widere
in	APPR	in	in
ir	DPOSA.Neut.Akk.Sg.*	ire	ire
gezelt	NA.Neut.Akk.Sg.st	gezelt	gezëlt
dan	AVD	danne	danne
und	KON	und	unte
sazt	VVFIN.*.Past.Sg.3	satzte	sètzen
in	PPER.Masc.Akk.Sg.3	in	ër
an	APPR	an	ane
ir	DPOSA.Fem.Akk.Sg.*	ire	ire
sîten	NA.Fem.Akk.Sg.*	sîten	sîte
nider	PTKVZ	nider	nidere
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
die	DDART.Masc.Akk.Pl.*	die	dër
ritter	NA.Masc.Akk.Pl.st	ritter	rîtære
alle	DIN.Masc.Akk.Pl.st	alle	all
wider	PTKVZ	wider	widere
sitzen	VVINF	sitzen	sitzen
zühteclîche	AVD	zühticlîche	zühtiglîche
,	$_	,	,
diu	DDART.Fem.Nom.Sg.*	diu	dër
küniginne	NA.Fem.Nom.Sg.*	küninginne	küninginne
