welt	VMFIN.*.Pres.Pl.2	wellt	wèllen
lâze	VVFIN.*.Pres.Pl.1	lâzen	lâzen
wir	PPER.*.Nom.Pl.1	wir	wir
diu	DDART.Neut.Akk.Pl.*	diu	dër
maere	NA.Neut.Akk.Pl.st	mære	mære
stân	VVINF	stân	stân
und	KON	und	unte
heben	VVFIN.*.Pres.Pl.1	heben	hèben
hie	AVD	hier	hièr
wider	AVD	wider	widere
an	PTKVZ	an	ane
,	$_	,	,
wie	AVW	wie	wiè
sich	PRF.Akk.*.*	sich	sich
ende	VVFIN.Subj.Pres.Sg.3	entende	ènten
der	DDART.Masc.Nom.Sg.*	der	dër
strît	NA.Masc.Nom.Sg.st	strît	strît
.	$_	.	.
	
(	$_	(	(
daz	DDS.Neut.Akk.Sg.*	daz	dër
vernemt	VVIMP.Pl.2	vernemet	vernëmen
an	APPR	an	ane
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
zît	NA.Fem.Dat.Sg.st	zît	zît
)	$_	)	)
den	DDART.Masc.Akk.Sg.*	den	dër
reinhêr	NE.Nom.Sg	Reinher	Rèinhèr
von	APPR	von	von
pârîse	NE.Dat.Sg	Parîse	Parîs
der	DDART.Masc.Nom.Sg.*	der	dër
starke	ADJA.Pos.Masc.Nom.Sg.wk	starke	stark
und	KON	und	unte
der	DDART.Masc.Nom.Sg.*	der	dër
wîse	ADJA.Pos.Masc.Nom.Sg.wk	wîse	wîse
mit	APPR	mit	mit
dietleiben	NE.Dat.Sg	Dietleiben	Diètlèib
hie	AVD	hier	hièr
gestreit	VVFIN.Ind.Past.Sg.3	gestreit	gestrîten
.	$_	.	.
	
reinhêr	ADJD.Pos	reiner	rèinehêre
hete	VAFIN.*.Past.Sg.3	hæte	haben
,	$_	,	,
als	KO*	als	allsô
man	PI.*.Nom.Sg.st	man	man
seit	VVFIN.Ind.Pres.Sg.3	seit	sagen
,	$_	,	,
mit	APPR	mit	mit
im	PPER.Masc.Dat.Sg.3	im	ër
dâ	AVD	dâ	dâr
zwelf	CARDA.Masc.Akk.Pl.*	zwelif	zwèliv
tûsent	ADJA.Pos.Masc.Akk.Pl.*	tûsent	tûsent
man	NA.Masc.Akk.Pl.st	manne	mann
.	$_	.	.
	
der	DDS.*.Gen.Pl.*	der	dër
kom	VVFIN.Ind.Past.Sg.3	kom	komen
nie	AVD	nie	niè
deheiner	DIS.Masc.Nom.Sg.st	decheiner	dehèin
dan	AVD	danne	danne
od	KON	oder	oder
si	PPER.Masc.Nom.Pl.3	si	ër
laegen	VVFIN.Ind.Past.Pl.3	lâgen	ligen
alle	DIS.Masc.Nom.Pl.st	alle	all
dâ	AVD	dâ	dâr
tôt	ADJD.Pos	tôt	tôt
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ein	DIART.Fem.Nom.Sg.*	ein	èin
clegelîchiu	ADJA.Pos.Fem.Nom.Sg.st	klagelîchiu	klagelich
nôt	NA.Fem.Nom.Sg.st	nôt	nôt
,	$_	,	,
daz	KOUS	daz	dazz
dâ	AVD	dâ	dâr
solich	DDA.Masc,Neut.Nom.Sg.*	solich	solich
mort	NA.Neut.Nom.Sg.st	mort	mord
ergie	VVFIN.Ind.Past.Sg.3	ergie	ergân
.	$_	.	.
	
ir	PPER.*.Nom.Pl.2	ir	ir
hôrtet	VVFIN.*.Past.Pl.2	hoertet	hoèren
ez	PPER.Neut.Akk.Sg.3	ez	ër
gesagen	VVINF	gesagen	gesagen
nie	AVD	nie	niè
.	$_	.	.
	
rehte	AVD	rehte	rëhte
gegen	APPR	gegen	gègen
âbunt	NA.Masc.Dat.Sg.st	âbende	âbend
dô	AVD	dô	dô
lâgen	VVFIN.Ind.Past.Pl.3	lâgen	ligen
tôt	ADJD.Pos	tôt	tôt
unde	KON	unde	unte
wunt	ADJD.Pos	wunt	wunt
alle	DIA.*.Nom.Pl.st	alle	all
reinhêres	NE.Gen.Sg	Reinheres	Rèinhèr
man	NA.Masc.Nom.Pl.st	manne	mann
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
kom	VVFIN.Ind.Past.Sg.3	kom	komen
ouch	AVD	ouch	ouch
selbe	DDD.Masc.Nom.Sg.wk	selbe	sëlb
niht	PTKNEG	niht	niht
von	AVD	von	vone
dan	AVD	danne	danne
.	$_	.	.
	
in	PPER.Masc.Akk.Sg.3	in	ër
sluoc	VVFIN.Ind.Past.Sg.3	sluoc	slahen
wolfhart	NE.Nom.Sg	Wolvhart	Wolvhart
der	DDART.Masc.Nom.Sg.*	der	dër
wîgant	NA.Masc.Nom.Sg.st	wîgant	wîgant
.	$_	.	.
	
ouch	KO*	ouch	ouch
galt	VVFIN.Ind.Past.Sg.3	galt	gëlten
sich	PRF.Akk.*.*	sich	sich
mit	APPR	mit	mit
ellens	NA.Neut.Gen.Sg.st	ellenes	èllent
hant	NA.Fem.Dat.Sg.st	hant	hant
reinhêr	NE.Nom.Sg	Reinher	Rèinhèr
der	DDART.Masc.Nom.Sg.*	der	dër
maere	ADJA.Pos.Masc.Nom.Sg.wk	mære	mære
:	$_	:	:
der	DDS.Masc.Nom.Sg.*	der	dër
sluoc	VVFIN.Ind.Past.Sg.3	sluoc	slahen
dem	DDART.Masc.Dat.Sg.*	dem	dër
bernaere	NA.Masc.Dat.Sg.st	Bernære	Bërnere
ahte	NA.Fem.Akk.Sg.st	âhte	âhte
ze	APPR	ze	ze
tôde	NA.Masc.Dat.Sg.st	tôde	tôd
sîner	DPOSA.*.Gen.Pl.st	sîner	sîn
man	NA.Masc.Gen.Pl.st	manne	mann
,	$_	,	,
die	DDART.*.Akk.Pl.*	die	dër
tiursten	ADJA.Pos.*.Akk.Pl.wk	tiuresten	tiure
die	DRELS.Masc.Akk.Pl	die	dër
er	PPER.Masc.Nom.Sg.3	er	ër
mohte	VMFIN.*.Past.Sg.3	mohte	mügen
hân	VAINF	hân	haben
.	$_	.	.
	
wer	PW.Masc.Nom.Sg.st	wer	wër
die	DDS.*.Nom.Pl.*	die	dër
waeren	VAFIN.Subj.Past.Pl.3	wæren	wësen
,	$_	,	,
die	DDS.Masc.Akk.Pl.*	die	dër
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
iu	PPER.*.Dat.Pl.2	iu	ir
nennen	VVINF	nennen	nènnen
:	$_	:	:
nû	AVD	nû	nû
vernemet	VVIMP.Pl.2	vernemet	vernëmen
mich	PPER.*.Akk.Sg.1	mich	ich
.	$_	.	.
	
daz	DDART.Neut.Nom.Sg.*	daz	dër
eine	CARDS.Neut.Nom.Sg.wk	eine	èin
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
helmschart	NE.Nom.Sg	Helmschart	Helmschart
,	$_	,	,
daz	DDART.Neut.Nom.Sg.*	daz	dër
ander	DIS.Neut.Nom.Sg.wk	ander	ander
was	VAFIN.Ind.Past.Sg.3	was	wësen
alphart	NE.Nom.Sg	Alphart	Albhart
,	$_	,	,
daz	DDART.Neut.Nom.Sg.*	daz	dër
drite	ADJS.Pos.Neut.Nom.Sg.wk	dritte	dritt
her	PPER.Masc.Nom.Sg.3	her	ër
nêre	NE.Nom.Sg	Nêre	Nêre
.	$_	.	.
	
si	PPER.Fem.Akk.Sg.3	si	ër
verclagte	VVFIN.*.Past.Sg.3	verklagete	verklagen
nimmermêre	AVD|AVD.Comp	niemer|mêre	nièmer|mêre
von	APPR	von	von
bern	NE.Dat.Sg	Berne	Bërne
der	DDART.Masc.Nom.Sg.*	der	dër
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
.	$_	.	.
	
noch	AVD	noch	noh
nenne	VVFIN.*.Pres.Sg.1	nenne	nènnen
ich	PPER.*.Nom.Sg.1	ich	ich
iu	PPER.*.Dat.Pl.2	iu	ir
sicherlîch	AVD	sicherlîche	sicherlîche
einen	DIART.Masc.Akk.Sg.st	einen	èin
recken	NA.Masc.Akk.Sg.wk	recken	rècke
ûzerkorn	ADJN.Masc.Akk.Sg.*	ûzerkoren	ûzerkoren
,	$_	,	,
owê	ITJ|ITJ	ô|wê	ô|wê
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
ouch	AVD	ouch	ouch
dâ	AVD	dâ	dâr
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
verlorn	VVPP	verloren	verlièsen
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
iubart	NE.Nom.Sg	Jubart	Jubart
von	APPR	von	von
latrân	NE.Dat.Sg	Laterân	Latrân
,	$_	,	,
und	KON	und	unte
von	APPR	von	von
pôle	NE.Dat.Sg	Polâ	Pôlâ
berhtram	NE.Nom.Sg	Berhtram	Bërhtram
und	KON	und	unte
ouch	AVD	ouch	ouch
der	DDART.Masc.Nom.Sg.*	der	dër
küene	ADJA.Pos.Masc.Nom.Sg.wk	küene	küène
amelolt	NE.Nom.Sg	Amelolt	Amelolt
.	$_	.	.
	
waer	VAFIN.Subj.Past.Sg.3	wær	wësen
roemisch	ADJA.Pos.Neut.Nom.Sg.*	roemisch	roèmisch
lant	NA.Neut.Nom.Sg.st	lant	lant
allez	DIA.Neut.Nom.Sg.st	allez	all
golt	NA.Neut.Nom.Sg.st	golt	gold
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
hete	VAFIN.*.Past.Sg.3	hæte	haben
der	DDART.Masc.Nom.Sg.*	der	dër
vürste	NA.Masc.Nom.Sg.wk	vürste	vürste
ûzerkorn	ADJN.Masc.Nom.Sg.*	ûzerkoren	ûzerkoren
drîzec	CARDA.Fem.Akk.Pl.*	drîzic	drîzig
stunt	NA.Fem.Akk.Pl.st	stunt	stunte
gerner	AVD	gerner	gërne
vlorn	VVPP	verloren	verlièsen
und	KON	und	unte
het	VAFIN.*.Past.Sg.3	hæte	haben
ez	PPER.Neut.Akk.Sg.3	ez	ër
allez	DIS.Neut.Akk.Sg.st	allez	all
dar	AVD	dar	dâr
gegeben	VVPP	gegeben	gëben
umb	APPR	umbe	umbe
sîner	DPOSA.*.Gen.Pl.st	sîner	sîn
lieben	ADJA.Pos.*.Gen.Pl.wk	lieben	lièb
manne	NA.Masc.Gen.Pl.st	manne	mann
leben	NA.Masc,Neut.Akk.Sg.st	leben	lëben
.	$_	.	.
	
dâ	AVD	dâ	dâr
gelac	VVFIN.Ind.Past.Sg.3	gelac	geligen
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
eckenôt	NE.Nom.Sg	Ègenôt	Ègenôt
,	$_	,	,
eckewart	NE.Nom.Sg	Ègewart	Ègewart
starp	VVFIN.Ind.Past.Sg.3	starp	stërben
dâ	AVD	dâ	dâr
tôt	ADJD.Pos	tôt	tôt
,	$_	,	,
do	AVD	dô	dô
gelac	VVFIN.Ind.Past.Sg.3	gelac	geligen
starchêr	NE.Nom.Sg	Starcher	Starcher
der	DDART.Masc.Nom.Sg.*	der	dër
degen	NA.Masc.Nom.Sg.st	degen	dëgen
.	$_	.	.
	
der	DDART.*.Gen.Pl.*	der	dër
ahte	CARDA.*.Gen.Pl.*	ahte	ahte
recken	NA.Masc.Gen.Pl.wk	recken	rècke
vil	AVD	vile	vile
bewegen	ADJN.*.Gen.Pl.*	bewegen	bewëgen
vergaz	VVFIN.Ind.Past.Sg.3	vergaz	vergëzzen
sît	AVD	sît	sîd
nimmermêre	AVD|AVD.Comp	niemer|mêre	nièmer|mêre
von	APPR	von	von
berne	NE.Dat.Sg	Berne	Bërne
der	DDART.Masc.Nom.Sg.*	der	dër
hêre	ADJA.Pos.Masc.Nom.Sg.wk	hêre	hêre
.	$_	.	.
	
dô	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
tac	NA.Masc.Nom.Sg.st	tac	tag
hine	AVD	hine	hine
seic	VVFIN.Ind.Past.Sg.3	seic	sîgen
und	KON	und	unte
die	DDART.Fem.Nom.Sg.*	die	dër
naht	NA.Fem.Nom.Sg.st	naht	naht
zuo	PTKVZ	zuo	zuo
steic	VVFIN.Ind.Past.Sg.3	steic	stîgen
,	$_	,	,
dô	AVD	dô	dô
was	VAFIN.Ind.Past.Sg.3	was	wësen
ebene	NA.Fem.Nom.Sg.*	ebene	ëbene
unde	KON	unde	unte
tal	NA.Masc,Neut.Nom.Sg.st	tal	tal
allez	DIN.Neut.Nom.Sg.st	allez	all
vol	ADJD.Pos	vol	voll
überal	AVD	überal	überall
getunget	VVPP	getunget	tungen
mit	APPR	mit	mit
tôten	ADJA.Pos.*.Dat.Pl.*	tôten	tôt
vaste	AVD	vaste	vaste
.	$_	.	.
	
wol	AVD	wole	wole
ein	DIART.Fem.Akk.Sg.*	ein	èin
tiutsche	ADJA.Pos.Fem.Akk.Sg.st	diutische	diutisch
raste	NA.Fem.Nom.Sg.*	raste	raste
ez	PPER.Neut.Nom.Sg.3	ez	ër
mit	APPR	mit	mit
tôten	ADJA.Pos.*.Dat.Pl.*	tôten	tôt
vollez	ADJD.Pos	vollez	voll
lac	VVFIN.Ind.Past.Sg.3	lac	ligen
.	$_	.	.
	
dô	AVD	dô	dô
was	VAFIN.Ind.Past.Sg.3	was	wësen
ein	DIART.Masc.Nom.Sg.*	ein	èin
urteillîcher	ADJA.Pos.Masc.Nom.Sg.st	urteillîcher	urtèillich
tac	NA.Masc.Nom.Sg.st	tac	tag
.	$_	.	.
	
dô	AVD	dô	dô
gelac	VVFIN.Ind.Past.Sg.3	gelac	geligen
manic	DIA.Fem.Nom.Sg.*	manic	manig
breitiu	ADJA.Pos.Fem.Nom.Sg.st	breitiu	brèit
schar	NA.Fem.Nom.Sg.*	schar	schare
.	$_	.	.
	
ermrîch	NE.Nom.Sg	Èrmrîch	Èrmrîch
vlôs	VVFIN.Ind.Past.Sg.3	vlôz	vlièzen
alle	DIA.Masc.Akk.Pl.st	alle	all
die	DDS.Masc.Akk.Pl.*	die	dër
gar	AVD	gar	gare
,	$_	,	,
die	DRELS.Masc.Akk.Pl	die	dër
er	PPER.Masc.Nom.Sg.3	er	ër
hete	VAFIN.*.Past.Sg.3	hæte	haben
brâht	VVPP	brâht	bringen
in	APPR	in	in
den	DDART.Masc.Akk.Sg.*	den	dër
strît	NA.Masc.Akk.Sg.st	strît	strît
.	$_	.	.
	
irlebte	VVFIN.*.Past.Sg.3	erlebete	erlëben
nieman	DIA.*.Nom.Sg.st	nieman	nièmannd
bî	APPR	bî	bî
der	DDART.Fem.Dat.Sg.*	der	dër
zît	NA.Fem.Dat.Sg.st	zît	zît
niwan	AVD	niuwan	niuwan
einlef	CARDA	einliv	èinliv
hundert	ADJS.Pos.Neut.Akk.Pl.*	hundert	hundert
man	NA.Masc.Akk.Pl.st	manne	mann
,	$_	,	,
und	KON	und	unte
kômen	VVFIN.*.Past.Pl.3	kômen	komen
die	DRELS.Masc.Nom.Pl	die	dër
niht	PTKNEG	niht	niht
alle	DIS.Masc.Nom.Pl.st	alle	all
dan	AVD	danne	danne
od	KON	oder	oder
ir	PPER.*.Gen.Pl.3	ir	ër
wurd	VAFIN.Subj.Past.Sg.3	würde	wërden
noch	AVD	noch	noh
vil	NA.Neut.Nom.Sg.st	vile	vile
erslagen	VVPP	erslagen	erslahen
.	$_	.	.
	
nû	AVD	nû	nû
vernemet	VVIMP.Pl.2	vernemet	vernëmen
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
iu	PPER.*.Dat.Pl.2	iu	ir
sagen	VVINF	sagen	sagen
,	$_	,	,
dô	KOUS	dô	dô
ermrîch	NE.Nom.Sg	Èrmrîch	Èrmrîch
daz	DDS.Neut.Akk.Sg.*	daz	dër
gesach	VVFIN.Ind.Past.Sg.3	gesach	gesëhen
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
ez	PPER.Neut.Akk.Sg.3	ez	ër
hete	VAFIN.*.Past.Sg.3	hæte	haben
vaste	AVD	vaste	vaste
nâch	APPR	nâch	nâh
,	$_	,	,
dô	AVD	dô	dô
habt	VAFIN.*.Past.Sg.3	habete	haben
er	PPER.Masc.Nom.Sg.3	er	ër
bî	APPR	bî	bî
ribsteine	NE.Dat.Sg	Ripsteine	Ripsteine
dort	AVD	dort	dort
verre	AVD	verre	vërre
ûf	APPR	ûf	ûf
einem	DIART.Masc.Dat.Sg.st	einem	èin
reine	NA.Masc.Dat.Sg.st	reine	rèin
.	$_	.	.
	
dâ	AVD	dâ	dâr
was	VAFIN.Ind.Past.Sg.3	was	wësen
ouch	AVD	ouch	ouch
sibeche	ADJD.Pos	sibeche	sibech
der	DDART.Masc.Nom.Sg.*	der	dër
unstaete	ADJA.Pos.Masc.Nom.Sg.wk	unstæte	unstæte
,	$_	,	,
von	APPR	von	von
dem	DRELS.Masc.Dat.Sg	dem	dër
die	DDART.Masc.Nom.Pl.*	die	dër
ungetriuwen	ADJA.Pos.*.Nom.Pl.wk	ungetriuwen	ungetriuwe
raete	NA.Masc.Nom.Pl.st	ræte	rât
in	APPR	in	in
die	DDART.Fem.Akk.Sg.*	die	dër
werlt	NA.Fem.Akk.Sg.st	werlt	wërelt
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
bekomen	VVPP	bekomen	bekomen
,	$_	,	,
als	KO*	als	allsô
ir	PPER.*.Nom.Pl.2	ir	ir
dicke	AVD	dicke	dicke
habt	VAFIN.*.Pres.Pl.2	habet	haben
wol	AVD	wole	wole
vernomen	VVPP	vernomen	vernëmen
.	$_	.	.
	
dô	AVD	dô	dô
kom	VVFIN.Ind.Past.Sg.3	kom	komen
ouch	AVD	ouch	ouch
witege	NE.Nom.Sg	Witege	Witege
gerant	VVPP	gerant	rènnen
dâ	AVD	dâ	dâr
er	PPER.Masc.Nom.Sg.3	er	ër
ermrîchen	NE.Akk.Sg	Èrmrîchen	Èrmrîch
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
.	$_	.	.
	
vil	AVD	vile	vile
balde	AVD	balde	balde
er	PPER.Masc.Nom.Sg.3	er	ër
zuo	APPR	zuo	ze
im	PPER.Masc.Dat.Sg.3	im	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
in	PPER.Masc.Akk.Sg.3	in	ër
verrist	AVD	verrest	vërre
an	PTKVZ	an	ane
gesach	VVFIN.Ind.Past.Sg.3	gesach	gesëhen
<wes	PW.Neut.Gen.Sg.st	wes	wër
beit	VVFIN.*.Pres.Pl.2	bietet	bîten
ir	PPER.*.Nom.Pl.2	ir	ir
,	$_	,	,
künic	NA.Masc.Nom.Sg.st	küninc	küning
rîche	ADJN	rîche	rîche
,	$_	,	,
daz	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
niht	PTKNEG	niht	niht
sicherlîche	AVD	sicherlîche	sicherlîche
vliehet	VVFIN.*.Pres.Pl.2	vliehet	vlièhen
zuo	APPR	zuo	ze
den	DDART.*.Dat.Pl.*	den	dër
vesten	NA.Fem.Dat.Pl.*	vesten	vèste
?	$_	?	?
	
sehet	VVFIN.*.Pres.Pl.2	sehet	sëhen
ir	PPER.*.Nom.Pl.2	ir	ir
dort	AVD	dort	dort
her	AVD	her	hëre
bresten	VVINF	bresten	brësten
den	DDART.Masc.Akk.Sg.*	den	dër
herren	NA.Masc.Akk.Sg.*	hêrren	hêrre
dietrîchen	NE.Akk.Sg	Dieterîchen	Dièterîch
?	$_	?	?
	
wir	PPER.*.Nom.Pl.1	wir	wir
suln	VMFIN.*.Pres.Pl.1	sulen	solen
im	PPER.Masc.Dat.Sg.3	im	ër
entwîchen	VVINF	entwîchen	entwîchen
.	$_	.	.
	
swaz	PG.Neut.Akk.Sg.st	swaz	swër
wir	PPER.*.Nom.Pl.1	wir	wir
nû	AVD	nû	nû
langer	AVD	langer	lange
hie	AVD	hier	hièr
bestân	VVFIN.*.Pres.Pl.1	bestân	bestân
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
uns	PPER.*.Dat.Pl.1	uns	wir
an	APPR	an	ane
daz	DDART.Neut.Akk.Sg.*	daz	dër
leben	NA.Neut.Akk.Sg.st	leben	lëben
gân	VVINF	gân	gân
.	$_	.	.
	
mâge	NA.Masc.Nom.Pl.wk	mâge	mage
und	KON	und	unte
liut	NA.Masc,Neut.Nom.Pl.st	liute	liut
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
alle	DIN.Masc,Neut.Nom.Pl.st	alle	all
erslagen	VVPP	erslagen	erslahen
.	$_	.	.
	
lâz	VVFIN.*.Pres.Pl.1	lâzen	lâzen
wir	PPER.*.Nom.Pl.1	wir	wir
uns	PRF.Akk.Pl.st	uns	wir
nû	AVD	nû	nû
hie	AVD	hier	hièr
betagen	VVINF	betagen	betagen
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
müge	VMFIN.*.Pres.Pl.1	mügen	mügen
wir	PPER.*.Nom.Pl.1	wir	wir
komen	VVINF	komen	komen
in	APPR	in	in
grôze	ADJA.Pos.Fem.Akk.Sg.st	grôze	grôz
nôt	NA.Fem.Akk.Sg.st	nôt	nôt
:	$_	:	:
waer	VAFIN.Subj.Past.Sg.3	wær	wësen
unser	PPER.*.Gen.Pl.1	unser	wir
ein	DIART	ein	èin
her	NA.Neut.Nom.Sg.st	her	hère
,	$_	,	,
sô	AVD	sô	sô
waer	VAFIN.Subj.Past.Pl.1	wæren	wësen
wir	PPER.*.Nom.Pl.1	wir	wir
tôt.>	ADJD.Pos	tôt	tôt
in	APPR	in	in
der	DDART.Fem.Dat.Sg.*	der	dër
zît	NA.Fem.Dat.Sg.st	zît	zît
dô	KOUS	dô	dô
daz	DDS.Neut.Nom.Sg.*	daz	dër
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
,	$_	,	,
dô	AVD	dô	dô
kom	VVFIN.Ind.Past.Sg.3	kom	komen
gerennet	VVPP	gerennet	gerènnen
dort	AVD	dort	dort
her	PAVD	her	hëre
nâch	PAVAP	nâch	nâh
gunthêr	NE.Nom.Sg	Gunther	Gunther
von	APPR	von	von
rîne	NE.Dat.Sg	Rîne	Rîn
und	KON	und	unte
gernôt	VVFIN.Ind.Past.Sg.3	gernôt	gerinnen
der	DDART.Masc.Nom.Sg.*	der	dër
bruoder	NA.Masc.Nom.Sg.st	bruoder	bruoder
sîne	DPOSN.Masc.Nom.Sg.wk	sîne	sîn
.	$_	.	.
	
die	DDART.Masc.Nom.Pl.*	die	dër
hôhen	ADJA.Pos.*.Nom.Pl.wk	hôhen	hôh
vürsten	NA.Masc.Nom.Pl.wk	vürsten	vürste
ûzerkorn	ADJN.Masc.Nom.Pl.*	ûzerkoren	ûzerkoren
die	DDS.Masc.Nom.Pl.*	die	dër
heten	VAFIN.*.Past.Pl.3	hæten	haben
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
strîte	NA.Masc.Dat.Sg.st	strîte	strît
vlorn	VVPP	verloren	verlièsen
niunzehen	CARDA.Masc.Akk.Pl.*	niunzehen	niunzëhen
tûsent	ADJA.Pos.Masc.Akk.Pl.*	tûsent	tûsent
man	NA.Masc.Akk.Pl.st	manne	mann
.	$_	.	.
	
vaste	AVD	vaste	vaste
ruofen	VVINF	ruofen	ruofen
dô	AVD	dô	dô
began	VVFIN.Ind.Past.Sg.3	began	beginnen
der	DDART.Masc.Nom.Sg.*	der	dër
hôhe	ADJA.Pos.Masc.Nom.Sg.wk	hôhe	hôh
künic	NA.Masc.Nom.Sg.st	küninc	küning
gêrnôt	NE.Nom.Sg	Gêrnôt	Gêrnôt
<swer	PG.Masc.Nom.Sg.st	swer	swër
hie	AVD	hier	hièr
niht	PTKNEG	niht	niht
welle	VMFIN.Subj.Pres.Sg.3	welle	wèllen
ligen	VVINF	ligen	ligen
tôt	ADJD.Pos	tôt	tôt
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
hebe	VVFIN.Subj.Pres.Sg.3	hebe	hèben
sich	PRF.Akk.*.*	sich	sich
von	AVD	von	vone
hinnen	AVD	hinnen	hinnen
,	$_	,	,
ob	KOUS	ob	obe
er	PPER.Masc.Nom.Sg.3	er	ër
muge	VMFIN.Subj.Pres.Sg.3	müge	mügen
entrinnen.>	VVINF	entrinnen	entrinnen
dô	AVD	dô	dô
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
gebiten	VVPP	gebiten	bîten
niht	PTKNEG	niht	niht
mêr	AVD.Comp	mêr	mêre
.	$_	.	.
	
ermrîch	NE.Nom.Sg	Èrmrîch	Èrmrîch
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
hêr	ADJN.Masc.Nom.Sg.*	hêr	hêre
saz	VVFIN.Ind.Past.Sg.3	saz	sitzen
ûf	APPR	ûf	ûf
ein	DIART.Neut.Akk.Sg.*	ein	èin
guot	ADJA.Pos	guot	guot
kastelân	NA.Neut.Akk.Sg.st	kastelân	kastelân
.	$_	.	.
	
vil	AVD	vile	vile
vaste	AVD	vaste	vaste
vliehen	VVINF	vliehen	vlièhen
man	PI.*.Nom.Sg.st	man	man
began	VVFIN.Ind.Past.Sg.3	began	beginnen
.	$_	.	.
	
swer	PG.Masc.Nom.Sg.st	swer	swër
baz	AVD.Comp	baz	bazz
moht	VMFIN.*.Past.Sg.3	mohte	mügen
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
reit	VVFIN.Ind.Past.Sg.3	reit	rîten
dâ	PAVD	dâ	dâr
hin	PAVAP	hin	hine
:	$_	:	:
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ein	DIART	ein	èin
wîslîcher	ADJA.Pos.Masc.Nom.Sg.st	wîslîcher	wîslich
sin	NA.Masc.Nom.Sg.st	sin	sinn
.	$_	.	.
	
niemen	DIA.*.Nom.Sg.st	nieman	nièmannd
des	DDART.Masc.Gen.Sg.*	des	dër
andern	DIS.Masc.Gen.Sg.wk	andern	ander
dô	AVD	dô	dô
erbeit	VVFIN.Ind.Past.Sg.3	erbeit	erbèiten
.	$_	.	.
	
nû	AVD	nû	nû
was	VAFIN.Ind.Past.Sg.3	was	wësen
ouch	AVD	ouch	ouch
komen	VVPP	komen	komen
,	$_	,	,
als	KO*	als	allsô
man	PI.*.Nom.Sg.st	man	man
seit	VVFIN.Ind.Pres.Sg.3	seit	sagen
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
edele	ADJA.Pos.Masc.Nom.Sg.wk	edele	èdele
bernaere	NA.Masc.Nom.Sg.st	Bernære	Bërnere
mit	APPR	mit	mit
manegem	DIA.Masc.Dat.Sg.st	manigem	manig
recken	NA.Masc.Dat.Sg.wk	recken	rècke
maere	ADJN.Masc.Dat.Sg.*	mære	mære
und	KON	und	unte
volgten	VVFIN.*.Past.Pl.3	volgeten	volgen
im	PPER.Masc.Dat.Sg.3	im	ër
wol	AVD	wole	wole
driu	CARDA.Neut.Nom.Pl.st	driu	drî
tûsent	ADJS.Pos.Neut.Nom.Pl.*	tûsent	tûsent
man	NA.Masc.Gen.Pl.st	manne	mann
.	$_	.	.
	
diu	DDART.Neut.Akk.Pl.*	diu	dër
ûzerwelten	ADJA.Pos.*.Akk.Pl.wk	ûzerwelten	ûzerwèlet
kastelân	NA.Neut.Akk.Pl.st	kastelân	kastelân
treip	VVFIN.Ind.Past.Sg.3	treip	trîben
