gedaehte	VVFIN.Subj.Past.Sg.3	gedæhte	gedènken
damite	PAVD|PAVAP	dâ|mite	dâr|mite
er	PPER.Masc.Nom.Sg.3	er	ër
dirre	DDA.Fem.Gen.Sg.*	dirre	dise
missetat	NA.Fem.Gen.Sg.st	missetât	missetât
rache	NA.Fem.Akk.Sg.st	râche	râche
unde	KON	unde	unte
gerihte	NA.Neut.Akk.Sg.st	gerihte	gerihte
naeme	VVFIN.Subj.Past.Sg.3	næme	nëmen
und	KON	und	unte
ir	PPER.*.Gen.Pl.3	ir	ër
ouch	AVD	ouch	ouch
zende	APPR|NA.Masc,Neut.Dat.Sg.st	ze|ende	ze|ènte
kaeme	VVFIN.Subj.Past.Sg.3	kæme	komen
eintweder	KO*	entweder	entwëder
abe	PTKVZ	abe	abe
oder	KON	oder	oder
an	PTKVZ	an	ane
.	$_	.	.
	
hier	PAVD	hier	hièr
über	PAVAP	über	übere
so	AVD	sô	sô
redete	VVFIN.*.Past.Sg.3	redete	rèden
manic	DIA	manic	manig
man	NA.Masc.Nom.Sg.st	man	mann
in	APPR	in	in
maneger	DIA.Fem.Dat.Sg.st	maniger	manig
wise	NA.Fem.Dat.Sg.st	wîse	wîse
sinen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
muot	NA.Masc.Akk.Sg.st	muot	muot
,	$_	,	,
einer	DIART.Fem.Gen.Sg.st	einer	èin
übel	ADJD.Pos	übel	übel
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
ander	DIA	ander	ander
guot,	$_	guot	<unknown>
dirre	DDS.Masc.Nom.Sg.*	dirre	dise
sus	AVD	sus	sus
und	KON	und	unte
jener	DDS.Masc.Nom.Sg.st	jener	jèner
so	AVD	sô	sô
.	$_	.	.
	
uf	PTKVZ	ûf	ûf
stuont	VVFIN.Ind.Past.Sg.3	stuont	stân
der	DDART.*.Gen.Pl.*	der	dër
vürsten	NA.Masc.Gen.Pl.wk	vürsten	vürste
einer	CARDS.Masc.Nom.Sg.st	einer	èin
do	AVD	dô	dô
,	$_	,	,
die	DRELS.Masc.Nom.Pl	die	dër
bi	APPR	bî	bî
dem	DDART.Masc.Dat.Sg.*	dem	dër
rate	NA.Masc.Dat.Sg.st	râte	rât
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
,	$_	,	,
an	APPR	an	ane
witzen	NA.Fem.Dat.Pl.*	witzen	witze
unde	KON	unde	unte
an	APPR	an	ane
jaren	NA.Neut.Dat.Pl.st	jâren	jâr
ze	APPR	ze	ze
guotem	ADJA.Pos.Masc.Dat.Sg.st	guotem	guot
rate	NA.Masc.Dat.Sg.st	râte	rât
wol	AVD	wole	wole
gestalt	VVPP	gestalt	stèllen
,	$_	,	,
des	DDART.Masc.Gen.Sg.*	des	dër
libes	NA.Masc.Gen.Sg.st	lîbes	lîb
edelich	ADJD.Pos	edellich	èdellich
und	KON	und	unte
alt,	$_	alt	alt
beidiu	KON	beidiu	bèide
grise	ADJD.Pos	grîse	grîs
unde	KON	unde	unte
wise	ADJD.Pos	wîse	wîse
;	$_	;	;
der	DDART.Masc.Nom.Sg.*	der	dër
bischof	NA.Masc.Nom.Sg.st	bischof	bischov
von	APPR	von	von
thamise	NE.Dat.Sg	Thamise	Thamîs
über	APPR	über	über
sine	DPOSA.Fem.Akk.Sg.st	sîne	sîn
crucken	NA.Fem.Akk.Sg.st	krücken	krücke
leinder	AVD	liemer	lèider
sich	PRF.Akk.*.*	sich	sich
:	$_	:	:
<künec	NA.Masc.Nom.Sg.st	küninc	küning
herre>	NA.Masc.Nom.Sg.*	hêrre	hêrre
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
er<	PPER.Masc.Nom.Sg.3	er	ër
hoeret	VVFIN.Ind.Pres.Sg.3	hoeret	hoèren
mich	PPER.*.Akk.Sg.1	mich	ich
:	$_	:	:
ir	PPER.*.Nom.Pl.2	ir	ir
habet	VAFIN.*.Pres.Pl.2	habet	haben
uns	PPER.*.Akk.Pl.1	uns	wir
her	AVD	her	hëre
vür	APPR	vür	vüre
iuch	PPER.*.Akk.Pl.2	iuch	ir
besant	VVPP	besant	besènten
,	$_	,	,
uns	PPER.*.Akk.Pl.1	uns	wir
vürsten	NA.Masc.Akk.Pl.wk	vürsten	vürste
hie	AVD	hier	hièr
von	APPR	von	von
engelant	NE.Dat.Sg	engellant	Èngellant
,	$_	,	,
beidiu	KON	beidiu	bèide
durch	APPR	durch	durh
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
und	KON	und	unte
durch	APPR	durch	durh
rat	NA.Masc.Akk.Sg.st	rât	rât
,	$_	,	,
als	KO*	als	allsô
iuch	PPER.*.Akk.Pl.2	iuch	ir
des	DDS.Neut.Gen.Sg.*	des	dër
not	NA.Fem.Nom.Sg.st	nôt	nôt
ane	PTKVZ	ane	ane
gat	VVFIN.Ind.Pres.Sg.3	gât	gân
:	$_	:	:
der	DDART.*.Gen.Pl.*	der	dër
vürsten	NA.Masc.Gen.Pl.wk	vürsten	vürste
ich	PPER.*.Nom.Sg.1	ich	ich
ouch	AVD	ouch	ouch
einer	CARDS.Masc.Nom.Sg.st	einer	èin
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
,	$_	,	,
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
han	VAFIN.Ind.Pres.Sg.1	hân	haben
ouch	AVD	ouch	ouch
stat	NA.Fem.Akk.Sg.st	stat	stat
under	APPR	under	unter
in	PPER.*.Dat.Pl.3	in	ër
;	$_	;	;
ouch	AVD	ouch	ouch
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
ich	PPER.*.Nom.Sg.1	ich	ich
in	APPR	in	in
den	DDART.*.Dat.Pl.*	den	dër
tagen	NA.Masc.Dat.Pl.st	tagen	tag
wol	AVD	wole	wole
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
wol	AVD	wole	wole
vür	APPR	vür	vüre
mich	PRF.Akk.Sg.st	mich	ich
selben	DDS.Masc.Akk.Sg.st	selben	sëlb
sol	VMFIN.Ind.Pres.Sg.1	sol	solen
beidiu	KON	beidiu	bèide
tuon	VVINF	tuon	tuon
unde	KON	unde	unte
lan	VVINF	lân	lâzen
und	KON	und	unte
reden	VVINF	reden	rèden
,	$_	,	,
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ich	PPER.*.Nom.Sg.1	ich	ich
ze	APPR	ze	ze
redene	NA.Neut.Dat.Sg.wk	redene	rèden
han	VAFIN.Ind.Pres.Sg.1	hân	haben
.	$_	.	.
	
ir	PPER.*.Gen.Pl.3	ir	ër
iegelich	DIS.Masc.Nom.Sg.*	iegelich	iègelich
der	DDART.Fem.Gen.Sg.*	der	dër
rede	NA.Fem.Gen.Sg.st	rede	rède
vür	APPR	vür	vüre
sich	PRF.Akk.*.*	sich	sich
:	$_	:	:
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
iu	PPER.*.Dat.Pl.2	iu	ir
sagen	VVINF	sagen	sagen
vür	APPR	vür	vüre
mich	PPER.*.Akk.Sg.1	mich	ich
minen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
sin	NA.Masc.Akk.Sg.st	sin	sinn
und	KON	und	unte
minen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
muot	NA.Masc.Akk.Sg.st	muot	muot
;	$_	;	;
min	DPOSA	mîn	mîn
sin	NA.Masc.Nom.Sg.st	sin	sinn
dunker	VVFIN.Subj.Pres.Sg.3	tunker	tunkeren
iuch	PPER.*.Akk.Pl.2	iuch	ir
danne	AVD	danne	danne
guot	ADJD.Pos	guot	guot
und	KON	und	unte
gevaller	ADJD.Pos	gevaller	gevall
iu	PPER.*.Dat.Pl.2	iu	ir
,	$_	,	,
so	AVD	sô	sô
volget	VVFIN.*.Pres.Pl.2	volget	volgen
ir	PPER.*.Nom.Pl.2	ir	ir
minem	DPOSA.Masc.Dat.Sg.st	mînem	mîn
rate	NA.Masc.Dat.Sg.st	râte	rât
unde	KON	unde	unte
mir	PPER.*.Dat.Sg.1	mir	ich
:	$_	:	:
min	DPOSA	mîn	mîn
vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
und	KON	und	unte
min	DPOSA.Masc.Nom.Sg.*	mîn	mîn
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
tristan	NE.Nom.Sg	Tristan	Tristan
,	$_	,	,
die	DDS.*.Akk.Pl.*	die	dër
waenet	VVFIN.Ind.Pres.Sg.3	wænet	wænen
man	PI.*.Nom.Sg.st	man	man
zundingen	APPR|NA.Neut.Dat.Sg.wk	zuo|ndingenne	ze|undingen
an	PTKVZ	an	ane
und	KON	und	unte
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
an	APPR	an	ane
keiner	DIA.Fem.Dat.Sg.st	keiner	kèin
warheit	NA.Fem.Dat.Sg.st	wârheit	wârhèit
noch	KON	noch	noh
überkomen	ADJD.Pos	überkomen	überkomen
noch	KON	noch	noh
überseit,	$_	<unknown>	<unknown>
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
die	DDART.Fem.Akk.Sg.*	die	dër
rede	NA.Fem.Akk.Sg.st	rede	rède
vernomen	VVPP	vernomen	vernëmen
han	VAFIN.Ind.Pres.Sg.1	hân	haben
.	$_	.	.
	
wie	AVW	wie	wiè
muget	VMFIN.*.Pres.Pl.2	müget	mügen
ir	PPER.*.Nom.Pl.2	ir	ir
nu	AVD	nû	nû
den	DDART.Masc.Akk.Sg.*	den	dër
argen	ADJA.Pos.Masc.Akk.Sg.*	argen	arg
wan	NA.Masc.Akk.Sg.st	wân	wân
mit	APPR	mit	mit
arge	NA.Neut.Dat.Sg.st	arge	arg
beslihten	VVINF	beslihten	beslihten
?	$_	?	?
	
wie	AVW	wie	wiè
muget	VMFIN.*.Pres.Pl.2	müget	mügen
ir	PPER.*.Nom.Pl.2	ir	ir
gerihten	VVINF	gerihten	gerihten
über	APPR	über	über
iuwern	DPOSA.Masc.Akk.Sg.st	iuwern	iuwer
neven	NA.Masc.Akk.Sg.wk	neven	nëve
und	KON	und	unte
iuwer	DPOSA	iuwer	iuwer
wip	NA.Neut.Akk.Pl.st	wîp	wîb
an	APPR	an	ane
ir	DPOSA	ire	ire
ere	NA.Fem.Akk.Sg.st	êre	êre
oder	KON	oder	oder
an	APPR	an	ane
ir	DPOSA	ire	ire
lip	NA.Masc.Akk.Sg.st	lîp	lîb
,	$_	,	,
sit	KOUS	sît	sîd
man	PI.*.Nom.Sg.st	man	man
si	PPER.*.Akk.Pl.3	si	ër
niht	PTKNEG	niht	niht
ervunden	VVPP	ervunden	ervinden
hat	VAFIN.Ind.Pres.Sg.3	hât	haben
an	APPR	an	ane
keiner	DIA.Fem.Gen.Sg.st	keiner	kèin
slahte	NA.Fem.Gen.Sg.st	slahte	slahte
missetat	NA.Fem.Dat.Sg.st	missetât	missetât
noch	KON	noch	noh
niemer	AVD	niemer	nièmer
lihte	AVD	lîhte	lîhte
ervinden	VVINF	ervinden	ervinden
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
?	$_	?	?
	
etswer	DIA.Masc.Nom.Sg.st	eteswer	ëteswër
seit	VVFIN.Ind.Pres.Sg.3	seit	sagen
tristanden	NE.Akk.Sg	Tristanden	Tristan
an	APPR	an	ane
dise	DDA.Fem.Akk.Sg.*	dise	dise
schulde	NA.Fem.Akk.Sg.st	schulde	schulde
und	KON	und	unte
dise	DDA.*.Akk.Pl.*	dise	dise
inziht	NA.Fem.Akk.Sg.st	inziht	inziht
:	$_	:	:
ern	PPER.Masc.Nom.Sg.3|PTKNEG	er|ne	ër|ne
beredet	VVFIN.Ind.Pres.Sg.3	beredet	berèden
es	PPER.Neut.Akk.Sg.3	ez	ër
hin	AVD	hin	hine
zim	APPR|PPER.Masc.Dat.Sg.3	ze|im	ze|ër
niht	PTKNEG	niht	niht
,	$_	,	,
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
ze	APPR	ze	ze
rehte	NA.Neut.Dat.Sg.st	rehte	rëht
solde	VMFIN.*.Past.Sg.3	solte	solen
.	$_	.	.
	
so	AVD	sô	sô
bringet	VVFIN.Ind.Pres.Sg.3	bringet	bringen
ouch	AVD	ouch	ouch
isolde	AVD|VMFIN.*.Past.Sg.3	ie|solte	iè|solen
liht	AVD	lîhte	lîhte
eteswer	DIA.Masc.Nom.Sg.st	eteswer	ëteswër
ze	APPR	ze	ze
maeren	NA.Neut.Dat.Sg.wk	mæren	mæren
:	$_	:	:
ern	PPER.Masc.Nom.Sg.3|PTKNEG	er|ne	ër|ne
mag	VMFIN.Ind.Pres.Sg.3	mac	mügen
es	PPER.Neut.Gen.Sg.3	es	ër
niht	PTKNEG	niht	niht
bewaeren	VVINF	bewæren	bewæren
.	$_	.	.
	
sit	KOUS	sît	sîd
aber	AVD	aber	aber
der	DDART.Masc.Nom.Sg.*	der	dër
hof	NA.Masc.Nom.Sg.st	hof	hov
ir	DPOSA	ire	ire
missetat	NA.Fem.Akk.Sg.st	missetât	missetât
so	AVD	sô	sô
harte	AVD	harte	harte
in	APPR	in	in
arcwane	NA.Masc.Dat.Sg.st	arcwâne	argwân
hat	VAFIN.Ind.Pres.Sg.3	hât	haben
,	$_	,	,
son	AVD|PTKNEG	sô|ne	sô|ne
sulet	VMFIN.*.Pres.Pl.2	sulet	solen
ir	PPER.*.Nom.Pl.2	ir	ir
der	DDART.Fem.Dat.Sg.*	der	dër
künigin	NA.Fem.Dat.Sg.st	küningîn	küninginne
ze	APPR	ze	ze
bette	NA.Neut.Dat.Sg.st	bette	bètte
noch	KON	noch	noh
ze	APPR	ze	ze
tische	NA.Masc.Dat.Sg.st	tische	tisch
sin	VAINF	sîn	sîn
geselleclich	ADJD.Pos	geselliclich	gesèlliglich
unz	AVD	unz	unze
an	APPR	an	ane
den	DDART.Masc.Akk.Sg.*	den	dër
tac	NA.Masc.Akk.Sg.st	tac	tag
,	$_	,	,
obs	AVD	obes	obe
ir	DPOSA	ire	ire
unschulde	NA.Fem.Nom.Sg.*	unschulde	unschulde
erzeigen	VVINF	erzeigen	erzèigen
mac	VMFIN.Ind.Pres.Sg.3	mac	mügen
so	AVD	sô	sô
wider	APPR	wider	wider
iuch	PPER.*.Akk.Pl.2	iuch	ir
so	AVD	sô	sô
wider	APPR	wider	wider
diu	DDART.Neut.Akk.Pl.*	diu	dër
lant	NA.Neut.Akk.Pl.st	lant	lant
,	$_	,	,
den	DRELS.*.Dat.Pl	den	dër
dirre	DDA.Masc.Nom.Sg.*	dirre	dise
liument	NA.Masc.Nom.Sg.st	liumunt	liumunt
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
erkant	VVPP	erkant	erkènnen
und	KON	und	unte
diu	DRELS.Neut.Nom.Pl	diu	dër
in	PPER.Masc.Akk.Sg.3	in	ër
tribent	VVFIN.Ind.Pres.Pl.3	trîbent	trîben
alle	DIA.*.Akk.Pl.st	alle	all
tage	NA.Masc.Akk.Pl.st	tage	tag
.	$_	.	.
	
wan	KO*	wan	wante
leider	AVD	leider	lèider
sus	AVD	sus	sus
getaner	ADJA.Pos.Fem.Gen.Sg.st	getâner	tuon
sage	NA.Fem.Gen.Sg.st	sage	sage
der	DDS.Masc.Nom.Sg.*	der	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
daz	DDART.Neut.Nom.Sg.*	daz	dër
ore	NA.Neut.Nom.Sg.wk	ôre	ôre
vil	AVD	vile	vile
bereit	ADJD.Pos	bereit	berèite
zer	APPR|DDART.Fem.Dat.Sg.*	ze|der	ze|dër
lüge	NA.Fem.Dat.Sg.st	lüge	lüge
und	KON	und	unte
zer	APPR|DDART.Fem.Dat.Sg.*	ze|der	ze|dër
warheit	NA.Fem.Dat.Sg.st	wârheit	wârhèit
.	$_	.	.
	
ez	PPER.Neut.Nom.Sg.3	ez	ër
si	VAFIN.Subj.Pres.Sg.3	sî	sîn
war	ADJD.Pos	wâr	wâr
oder	KON	oder	oder
gelogen	VVPP	gelogen	liègen
,	$_	,	,
swaz	PG.Neut.Nom.Sg.st	swaz	swër
in	APPR	in	in
den	DDART.Masc.Dat.Sg.*	den	dër
liument	NA.Masc.Dat.Sg.st	liumunde	liumunt
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
gezogen	VVPP	gezogen	zièhen
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
inziht	AVD	enzît	enzît
da	AVD	dâ	dâr
heizet	VVFIN.Ind.Pres.Sg.3	heizet	hèizen
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
quicket	VVFIN.Ind.Pres.Sg.3	quicket	quicken
unde	KON	unde	unte
reizet	VVFIN.Ind.Pres.Sg.3	reizet	rèizen
ie	AVD	ie	iè
zer	APPR|DDART.Fem.Dat.Sg.*	ze|der	ze|dër
ergeren	ADJA.Pos.Fem.Dat.Sg.wk	argeren	arg
hant	NA.Fem.Dat.Sg.st	hant	hant
.	$_	.	.
	
swie	AVG	swie	swiè
soz	AVD|PPER.Neut.Nom.Sg.3	sô|ez	sô|ër
hier	PAVD	hier	hièr
umbe	PAVAP	umbe	umbe
si	VAFIN.Subj.Pres.Sg.3	sî	sîn
gewant	VVPP	gewant	wènten
,	$_	,	,
ez	PPER.Neut.Nom.Sg.3	ez	ër
si	VAFIN.Subj.Pres.Sg.3	sî	sîn
war	ADJD.Pos	wâr	wâr
oder	KON	oder	oder
niht	PTKNEG	niht	niht
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
liument	NA.Masc.Nom.Sg.st	liumunt	liumunt
und	KON	und	unte
diu	DDART.Fem.Nom.Sg.*	diu	dër
inziht	NA.Fem.Nom.Sg.st	inziht	inziht
diu	DDS.Neut.Nom.Pl.*	diu	dër
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
mit	APPR	mit	mit
rede	NA.Fem.Dat.Sg.st	rede	rède
so	AVD	sô	sô
verre	AVD	verre	vërre
komen	VVPP	komen	komen
,	$_	,	,
daz	KOUS	daz	dazz
irz	PPER.*.Nom.Pl.2|PPER.Neut.Akk.Sg.3	ir|ez	ir|ër
ze	APPR	ze	ze
leide	NA.Fem.Dat.Sg.st	leide	lèide
habet	VAFIN.*.Pres.Pl.2	habet	haben
genomen	VVPP	genomen	nëmen
und	KON	und	unte
ez	PPER.Neut.Akk.Sg.3	ez	ër
der	DDART.Masc.Nom.Sg.*	der	dër
hof	NA.Masc.Nom.Sg.st	hof	hov
vür	APPR	vür	vüre
übel	NA.Neut.Akk.Sg.st	übel	übel
hat	VAFIN.Ind.Pres.Sg.3	hât	haben
.	$_	.	.
	
nu	AVD	nû	nû
rate	VVFIN.*.Pres.Sg.1	râte	râten
ich	PPER.*.Nom.Sg.1	ich	ich
,	$_	,	,
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
und	KON	und	unte
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
min	DPOSA	mîn	mîn
rat	NA.Masc.Nom.Sg.st	rât	rât
,	$_	,	,
min	DPOSA	mîn	mîn
vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
diu	DDART.Fem.Nom.Sg.*	diu	dër
künigin	NA.Fem.Nom.Sg.*	küninginne	küninginne
sit	KOUS	sît	sîd
si	PPER.Fem.Nom.Sg.3	si	ër
besprochen	VVPP	besprochen	besprëchen
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
sin	VAINF	sîn	sîn
umb	APPR	umbe	umbe
solhe	DDA.Fem.Akk.Sg.st	soliche	solich
missewende	NA.Fem.Akk.Sg.st	missewende	missewènte
,	$_	,	,
daz	KOUS	daz	dazz
man	PI.*.Nom.Sg.st	man	man
si	PPER.Fem.Akk.Sg.3	si	ër
her	AVD	her	hëre
besende	VVFIN.Subj.Pres.Sg.3	besende	besènten
zunser	APPR|DPOSA.Fem.Dat.Sg.st	ze|unser	ze|unser
aller	DIS.*.Gen.Pl.st	aller	all
gegenwürte	NA.Fem.Dat.Sg.st	gegenwürte	gègenwurt
,	$_	,	,
iuwer	DPOSA	iuwer	iuwer
ansprache	NA.Fem.Akk.Sg.st	anesprâche	anesprâche
,	$_	,	,
ir	DPOSA	ire	ire
antwürte	NA.Fem,Neut.Akk.Sg.st	antwürte	antwürte
daz	KOUS	daz	dazz
man	PI.*.Nom.Sg.st	man	man
diu	DDART.Neut.Akk.Pl.*	diu	dër
beide	DIS.Masc.Akk.Pl.st	beide	bèide
also	AVD	alsô	allsô
verneme	VVFIN.Subj.Pres.Sg.3	verneme	vernëmen
,	$_	,	,
als	KO*	als	allsô
ez	PPER.Neut.Nom.Sg.3	ez	ër
dem	DDART.Masc.Dat.Sg.*	dem	dër
hove	NA.Masc.Dat.Sg.st	hove	hov
wol	AVD	wole	wole
gezeme.>	VVFIN.Subj.Pres.Sg.3	gezeme	gezëmen
der	DDART.Masc.Nom.Sg.*	der	dër
künec	NA.Masc.Nom.Sg.st	küninc	küning
sprach:<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
volge	VVFIN.*.Pres.Sg.1	volge	volgen
ich	PPER.*.Nom.Sg.1	ich	ich
:	$_	:	:
diu	DDART.Fem.Nom.Sg.*	diu	dër
rede	NA.Fem.Nom.Sg.*	rede	rède
und	KON	und	unte
der	DDART.Masc.Nom.Sg.*	der	dër
rat	NA.Masc.Nom.Sg.st	rât	rât
dunket	VVFIN.Ind.Pres.Sg.3	dunket	dunken
mich	PPER.*.Akk.Sg.1	mich	ich
gevüege	ADJD.Pos	gevüege	gevüège
unde	KON	unde	unte
gevallesam.>	AVD	gevallesamen	gevallesame
man	NA.Masc.Nom.Sg.st	man	mann
besande	VVFIN.*.Past.Sg.3	besante	besènten
isolde	NE.Akk.Sg	Isolde	Isolde
und	KON	und	unte
si	PPER.Fem.Nom.Sg.3	si	ër
kam	VVFIN.Ind.Past.Sg.3	kam	komen
zem	APPR|DDART.Neut.Dat.Sg.*	ze|dem	ze|dër
concilje	NE.Dat.Sg	Concilie	Concilie
in	APPR	in	in
den	DDART.Masc.Akk.Sg.*	den	dër
palas	NA.Masc.Akk.Sg.st	palas	palas
.	$_	.	.
	
nu	AVD	nû	nû
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
nider	PTKVZ	nider	nidere
gesezzen	VVPP	gesezzen	sitzen
was	VAFIN.Ind.Past.Sg.3	was	wësen
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
bischof	NA.Masc.Nom.Sg.st	bischof	bischov
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
grise	ADJA.Pos.Masc.Nom.Sg.wk	grîse	grîs
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
wise	ADJA.Pos.Masc.Nom.Sg.wk	wîse	wîse
von	APPR	von	von
thamise	NE.Dat.Sg	Thamise	Thamîs
,	$_	,	,
er	PPER.Masc.Nom.Sg.3	er	ër
tet	VVFIN.*.Past.Sg.3	tet	tuon
als	KO*	als	allsô
ime	PPER.Masc.Dat.Sg.3	ime	ër
der	DDART.Masc.Nom.Sg.*	der	dër
künec	NA.Masc.Nom.Sg.st	küninc	küning
gebot	VVFIN.Ind.Past.Sg.3	gebôt	gebièten
;	$_	;	;
er	PPER.Masc.Nom.Sg.3	er	ër
stuont	VVFIN.Ind.Past.Sg.3	stuont	stân
uf	PTKVZ	ûf	ûf
und	KON	und	unte
sprach:<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
isot	NE.Nom.Sg	Isôte	Isôte
,	$_	,	,
tugenthaftiu	ADJA.Pos.Fem.Nom.Sg.st	tugenthaftiu	tugendhaft
künigin	NA.Fem.Nom.Sg.*	küninginne	küninginne
,	$_	,	,
min	DPOSA	mîn	mîn
rede	NA.Fem.Nom.Sg.*	rede	rède
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
iu	PPER.*.Dat.Pl.2	iu	ir
niht	PTKNEG	niht	niht
swaere	ADJD.Pos	swære	swære
sin	VAINF	sîn	sîn
:	$_	:	:
der	DDART.Masc.Nom.Sg.*	der	dër
künec	NA.Masc.Nom.Sg.st	küninc	küning
min	DPOSA	mîn	mîn
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
heizet	VVFIN.Ind.Pres.Sg.3	heizet	hèizen
mich	PPER.*.Akk.Sg.1	mich	ich
sin	DPOSA	sîn	sîn
wort	NA.Neut.Akk.Sg.st	wort	wort
hie	AVD	hier	hièr
sprechen	VVINF	sprechen	sprëchen
,	$_	,	,
nu	AVD	nû	nû
muoz	VMFIN.Ind.Pres.Sg.1	muoz	müèzen
ich	PPER.*.Nom.Sg.1	ich	ich
hin	AVD	hin	hine
ziu	APPR|PPER.*.Dat.Pl.2	ze|iu	ze|ir
leisten	VVINF	leisten	lèisten
sin	DPOSA	sîn	sîn
gebot	NA.Neut.Akk.Sg.st	gebot	gebot
.	$_	.	.
	
nu	AVD	nû	nû
bekennez	VVFIN.Subj.Pres.Sg.3|PPER.Neut.Akk.Sg.3	bekenne|ez	bekènnen|ër
aber	AVD	aber	aber
got	NA.Masc.Nom.Sg.st	got	got
:	$_	:	:
swaz	PG.Neut.Nom.Sg.st	swaz	swër
iuwer	DPOSA.Fem.Nom.Sg.*	iuwer	iuwer
wirde	NA.Fem.Nom.Sg.*	wirde	wirde
missezimet	VVFIN.Ind.Pres.Sg.3	missezimet	missezëmen
und	KON	und	unte
iuwer	DPOSA	iuwer	iuwer
reine	ADJA.Pos	reine	rèine
lob	NA.Masc,Neut.Akk.Sg.st	lop	lob
benimet	VVFIN.Ind.Pres.Sg.3	benimet	benëmen
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
daz	DDS.Neut.Akk.Sg.*	daz	dër
vil	AVD	vile	vile
ungerne	AVD	ungerne	ungërne
trage	VVFIN.*.Pres.Sg.1	trage	tragen
beidiu	KON	beidiu	bèide
ze	APPR	ze	ze
liehte	NA.Neut.Dat.Sg.st	liehte	lièht
und	KON	und	unte
ouch	AVD	ouch	ouch
ze	APPR	ze	ze
tage	NA.Masc.Dat.Sg.st	tage	tag
:	$_	:	:
möhtich	VMFIN.Subj.Past.Sg.1|PPER.*.Nom.Sg.1	möhte|ich	mügen|ich
es	PPER.Neut.Gen.Sg.3	es	ër
erlazen	VVPP	erlâzen	erlâzen
sin	VAINF	sîn	sîn
!	$_	!	!
	
saeligiu	ADJA.Pos.Fem.Nom.Sg.st	sæligiu	sælig
,	$_	,	,
guotiu	ADJA.Pos.Fem.Nom.Sg.st	guotiu	guot
künigin	NA.Fem.Nom.Sg.*	küninginne	küninginne
,	$_	,	,
iuwer	DPOSA.Masc.Nom.Sg.*	iuwer	iuwer
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
und	KON	und	unte
iuwer	DPOSA.Masc.Nom.Sg.*	iuwer	iuwer
man	NA.Masc.Nom.Sg.st	man	mann
der	DDS.Masc.Nom.Sg.*	der	dër
heizet	VVFIN.Ind.Pres.Sg.3	heizet	hèizen
mich	PPER.*.Akk.Sg.1	mich	ich
iuch	PPER.*.Akk.Pl.2	iuch	ir
sprechen	VVINF	sprechen	sprëchen
an	PTKVZ	an	ane
umb	APPR	umbe	umbe
einoffenliche	AVD	einoffenlîche	enoffenlîche
