ir	PPER.*.Nom.Pl.2	ir	ir
bedûte	VVFIN.Subj.Pres.Sg.3	bediute	bediuten
,	$_	,	,
dazn	DDS.Neut.Akk.Sg.*|PTKNEG	daz|ne	dër|ne
wizzent	VVFIN.Ind.Pres.Pl.3	wizzent	wizzen
niht	PTKNEG	niht	niht
alle	DIA.Masc,Neut.Nom.Pl.st	alle	all
lûte	NA.Masc,Neut.Nom.Pl.st	liute	liut
,	$_	,	,
merke	VVIMP.Sg.2	merke	mèrken
in	PPER.*.Dat.Pl.3	in	ër
allenthalben	AVD	allenhalben	allenhalben
:	$_	:	:
si	PPER.*.Nom.Pl.3	si	ër
bezeichent	VVFIN.Ind.Pres.Pl.3	bezeichenent	bezèichenen
die	DDART.Fem.Akk.Sg.*	die	dër
salben	NA.Fem.Akk.Sg.st	salben	salbe
,	$_	,	,
die	DRELS.*.Akk.Pl	die	dër
diu	DDART.Fem.Nom.Sg.*	diu	dër
minne	NA.Fem.Nom.Sg.*	minne	minne
ie	AVD	ie	iè
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
gereit	VVPP	gereit	rèden
.	$_	.	.
	
diu	DDS.Fem.Nom.Sg.*	diu	dër
senftet	VVFIN.Ind.Pres.Sg.3	senftet	sèmften
al	DIA	al	all
die	DDART.Fem.Akk.Sg.*	die	dër
arbeit	NA.Fem.Akk.Sg.st	arbeit	arbèit
und	KON	und	unte
machet	VVFIN.Ind.Pres.Sg.3	machet	machen
ez	PPER.Neut.Akk.Sg.3	ez	ër
allez	DIA.Neut.Akk.Sg.st	allez	all
gût	ADJD.Pos	guot	guot
,	$_	,	,
swen	AVG	swenne	swanne
diu	DDART.Fem.Nom.Sg.*	diu	dër
minne	NA.Fem.Nom.Sg.*	minne	minne
wunt	ADJD.Pos	wunt	wunt
tût	VVFIN.Ind.Pres.Sg.3	tuot	tuon
,	$_	,	,
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
in	PPER.Masc.Akk.Sg.3	in	ër
geheilet	VVFIN.Ind.Pres.Sg.3	geheilet	gehèilen
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
gibet	VVFIN.Ind.Pres.Sg.3	gibet	gëben
unde	KON	unde	unte
teilet	VVFIN.Ind.Pres.Sg.3	teilet	tèilen
daz	DDART.Neut.Akk.Sg.*	daz	dër
lieb	NA.Neut.Akk.Sg.st	liep	lièb
nach	APPR	nâch	nâh
dem	DDART.Neut.Dat.Sg.*	dem	dër
leide	NA.Neut.Dat.Sg.st	leide	lèid
.	$_	.	.
	
daz	DDS.Neut.Akk.Sg.*	daz	dër
saltû	VMFIN.Ind.Pres.Sg.2|PPER.*.Nom.Sg.2	salt|dû	solen|dû
merken	VVINF	merken	mèrken
beide	KON	beide	bèide
,	$_	,	,
daz	KOUS	daz	dazz
des	DDS.Neut.Gen.Sg.*	des	dër
von	APPR	von	von
minnen	NA.Fem.Dat.Sg.st	minnen	minne
vil	NA.Neut.Nom.Sg.st	vile	vile
geschiht	VVFIN.Ind.Pres.Sg.3	geschihet	geschëhen
.	$_	.	.
	
dune	PPER.*.Nom.Sg.2|PTKNEG	dû|ne	dû|ne
bist	VAFIN.Ind.Pres.Sg.2	bist	sîn
ouch	AVD	ouch	ouch
sô	AVD	sô	sô
tumb	ADJD.Pos	tump	tumb
niht	PTKNEG	niht	niht
,	$_	,	,
sô	KO*	sô	sô
dû	PPER.*.Nom.Sg.2	dû	dû
dar	PAVD	dâr	dâr
zû	PAVAP	zuo	zuo
gebâres	VVFIN.*.Pres.Sg.2	gebâres	gebâren
.	$_	.	.
	
ob	KOUS	ob	obe
dû	PPER.*.Nom.Sg.2	dû	dû
junger	ADJD.Pos	junger	jung
wâres	VAFIN.Subj.Past.Sg.2	wæres	wësen
zweier	CARDA.*.Gen.Pl.st	zweier	zwêne
jâre	NA.Neut.Gen.Pl.st	jâre	jâr
dan	KOUS	danne	danne
dû	PPER.*.Nom.Sg.2	dû	dû
sîs	VAFIN.Subj.Pres.Sg.2	sîs	sîn
,	$_	,	,
dû	PPER.*.Nom.Sg.2	dû	dû
mohtest	VMFIN.*.Past.Sg.2	mohtest	mügen
wole	AVD	wole	wole
sîn	VAINF	sîn	sîn
gewis	ADJD.Pos	gewis	gewiss
,	$_	,	,
dun	PPER.*.Nom.Sg.2|PTKNEG	dû|ne	dû|ne
gelernst	VVFIN.*.Pres.Sg.2	gelernest	gelërnen
ez	PPER.Neut.Akk.Sg.3	ez	ër
nimmer	AVD	niemer	nièmer
ze	PTKA	ze	ze
frû	AVD	vruo	vruo
.	$_	.	.
	
dû	PPER.*.Nom.Sg.2	dû	dû
hâst	VAFIN.*.Pres.Sg.2	hâst	haben
ouch	AVD	ouch	ouch
lîb	NA.Masc,Neut.Akk.Sg.st	lîp	lîb
genûch	NA.Neut.Akk.Sg.st	genuoc	genuoge
dar	PAVD	dâr	dâr
zû	PAVAP	zuo	zuo
gewahsen	VVPP	gewahsen	wahsen
unde	KON	unde	unte
scône	AVD	schône	schône
.	$_	.	.
	
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
dirs	PPER.*.Dat.Sg.2|PPER.Neut.Gen.Sg.3	dir|es	dû|ër
immer	AVD	iemer	ièmer
lône	VVFIN.*.Pres.Sg.1	lône	lônen
mit	APPR	mit	mit
minnen	NA.Fem.Dat.Pl.*	minnen	minne
und	KON	und	unte
mit	APPR	mit	mit
gûte	NA.Fem.Dat.Sg.st	güete	güète
,	$_	,	,
diz	DDS.Neut.Akk.Sg.*	diz	dise
behabe	VVFIN.Subj.Pres.Sg.1	behabe	behaben
in	APPR	in	in
dînem	DPOSA.Masc,Neut.Dat.Sg.st	dînem	dîn
mûte	NA.Masc,Neut.Dat.Sg.st	muote	muot
,	$_	,	,
want	KO*	want	wante
dû	PPER.*.Nom.Sg.2	dû	dû
mûst	VMFIN.Ind.Pres.Sg.2	muost	müèzen
doch	AVD	doch	doh
minnen	VVINF	minnen	minnen
phlegen	VVINF	pflegen	pflëgen
.	$_	.	.
	
von	APPR	von	von
diu	DDS.*.Instr.Sg.*	diu	dër
minne	VVIMP.Sg.2	minne	minnen
den	DDART.Masc.Akk.Sg.*	den	dër
kûnen	ADJA.Pos.Masc.Akk.Sg.*	küenen	küène
degen	NA.Masc.Akk.Sg.st	degen	dëgen
turnûm	NA.Masc.Akk.Sg.st	turnem	turnum
den	DDART.Masc.Akk.Sg.*	den	dër
edelen	ADJA.Pos.Masc.Akk.Sg.*	edelen	èdele
vorsten.>	NA.Masc.Akk.Sg.st	forstæn	vorsten
<ich	PPER.*.Nom.Sg.1	ich	ich
ne	PTKNEG	ne	ne
mohte	VMFIN.*.Past.Sg.1	mohte	mügen
noch	KON	noch	noh
getorsten.>	NE.Akk.Pl	Getorsten	Getorsten
<warumbe	PAVW|PAVAP	wâr|umbe	wâr|umbe
?	$_	?	?
	
><	PPER.Neut.Nom.Sg.3	iz	ër
dorch	APPR	durch	durh
die	DDART.Fem.Akk.Sg.*	die	dër
arbeit.>	NA.Fem.Akk.Sg.st	arbeite	arbèit
<jâ	PTKANT	<unknown>	jâ
is	VAFIN.Ind.Pres.Sg.3	is	sîn
ez	PPER.Neut.Nom.Sg.3	ez	ër
michel	AVD	michel	michel
senfticheit.>	ADJD.Pos	senfticheit	sèmftighèit
<wie	AVW	wie	wiè
moht	VMFIN.*.Past.Sg.3	mohte	mügen
daz	DDS.Neut.Nom.Sg.*	daz	dër
senfticheit	NA.Fem.Nom.Sg.st	senfticheit	sèmftighèit
sîn	VAINF	sîn	sîn
?	$_	?	?
	
><	FM	-	-
got	NA.Masc.Nom.Sg.st	got	got
weiz	VVFIN.Ind.Pres.Sg.3	weiz	wizzen
,	$_	,	,
liebe	ADJA.Pos.Fem.Nom.Sg.wk	liebe	lièb
tohter	NA.Fem.Nom.Sg.st	tohter	tohter
mîn	DPOSN.Fem.Nom.Sg.*	mîn	mîn
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
weiz	VVFIN.Ind.Pres.Sg.1	weiz	wizzen
wol	AVD	wole	wole
daz	KOUS	daz	dazz
dû	PPER.*.Nom.Sg.2	dû	dû
minnen	VVINF	minnen	minnen
mûst	VMFIN.Ind.Pres.Sg.2	muost	müèzen
,	$_	,	,
swie	AVG	swie	swiè
ungerne	AVD	ungerne	ungërne
dû	PPER.*.Nom.Sg.2	dû	dû
ez	PPER.Neut.Akk.Sg.3	ez	ër
tûst	VVFIN.*.Pres.Sg.2	tuost	tuon
.	$_	.	.
	
wirde	VAFIN.Ind.Pres.Sg.1	wirde	wërden
ich	PPER.*.Nom.Sg.1	ich	ich
des	DDS.Neut.Gen.Sg.*	des	dër
innen	PTKVZ	innen	innen
,	$_	,	,
daz	KOUS	daz	dazz
dû	PPER.*.Nom.Sg.2	dû	dû
ênêam	NE.Akk.Sg	Eneam	Eneas
wilt	VMFIN.Ind.Pres.Sg.2	wilt	wèllen
minnen	VVINF	minnen	minnen
und	KON	und	unte
uns	PPER.*.Akk.Pl.1	uns	wir
sô	AVD	sô	sô
entêres	VVFIN.*.Pres.Sg.2	entêres	entêren
,	$_	,	,
daz	KOUS	daz	dazz
dû	PPER.*.Nom.Sg.2	dû	dû
dîn	DPOSA	dîn	dîn
herze	NA.Neut.Akk.Sg.wk	herze	hërze
kêres	VVFIN.*.Pres.Sg.2	kêres	kêren
an	APPR	an	ane
den	DDART.Masc.Akk.Sg.*	den	dër
bôsen	ADJA.Pos.Masc.Akk.Sg.*	boesen	boèse
troiân	NA.Masc.Akk.Sg.st	Trôjân	Trôjân
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
heize	VVFIN.*.Pres.Sg.1	heize	hèizen
dich	PPER.*.Akk.Sg.2	dich	dû
ze	APPR	ze	ze
dôde	NA.Masc.Dat.Sg.st	tôde	tôd
slân	VVINF	slân	slahen
unde	KON	unde	unte
martere	VVIMP.Sg.2	martere	marteren
dînen	DPOSA.Masc.Akk.Sg.st	dînen	dîn
lîb	NA.Masc.Akk.Sg.st	lîp	lîb
,	$_	,	,
ê	KOUS	êr	êr
dû	PPER.*.Nom.Sg.2	dû	dû
iemer	AVD	iemer	ièmer
werdest	VAFIN.Subj.Pres.Sg.2	werdest	wërden
sîn	DPOSA	sîn	sîn
wîb	NA.Neut.Nom.Sg.st	wîp	wîb
.	$_	.	.
	
her	PPER.Masc.Nom.Sg.3	her	ër
enbirt	VVFIN.Ind.Pres.Sg.3	entbiret	entbëren
wol	AVD	wole	wole
solhes	DDA.Neut.Gen.Sg.st	soliches	solich
wîbes	NA.Neut.Gen.Sg.st	wîbes	wîb
,	$_	,	,
hern	NA.Masc.Gen.Sg.*	hêrrn	hêrre
sal	VMFIN.Ind.Pres.Sg.3	sal	solen
dînes	DPOSA.Masc.Gen.Sg.st	dînes	dîn
lîbes	NA.Masc.Gen.Sg.st	lîbes	lîb
niemer	AVD	niemer	nièmer
sich	PRF.Akk.*.*	sich	sich
genieten.>	VVINF	<unknown>	nièten
<	KON	und	unte
ir	PPER.*.Nom.Pl.2	ir	ir
moget	VMFIN.*.Pres.Pl.2	müget	mügen
mirz	PPER.*.Dat.Sg.1|PPER.Neut.Akk.Sg.3	mir|ez	ich|ër
lîht	NA.Neut.Akk.Sg.st	lieht	lièht
verbieten	VVINF	verbieten	verbièten
,	$_	,	,
ichn	PPER.*.Nom.Sg.1|PTKNEG	ich|ne	ich|ne
gewans	VVFIN.Ind.Past.Sg.1	gewans	gewinsen
nie	AVD	nie	niè
willen.>	VMFIN.Ind.Pres.Sg.1	willen	wèllen
dô	AVD	dô	dô
sweich	VVFIN.Ind.Past.Sg.3	sweic	swîgen
diu	DDART.Fem.Nom.Sg.*	diu	dër
frouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
stille	AVD	stille	stille
,	$_	,	,
in	APPR	in	in
zorne	NA.Masc.Dat.Sg.st	zorne	zorn
gienk	VVFIN.Ind.Past.Sg.3	gienc	gân
si	PPER.Fem.Nom.Sg.3	si	ër
hin	AVD	hin	hine
dane	AVD	dannen	dannen
unde	KON	unde	unte
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
die	DDART.Fem.Akk.Sg.*	die	dër
tohter	NA.Fem.Akk.Sg.st	tohter	tohter
ane	PTKVZ	ane	ane
vile	AVD	vile	vile
ungûtlîche	AVD	unguotlîche	unguotlîche
diu	DDART.Fem.Nom.Sg.*	diu	dër
kuneginne	NA.Fem.Nom.Sg.*	küninginne	küninginne
rîche	ADJN.Fem.Nom.Sg.wk	rîche	rîche
.	$_	.	.
	
nû	AVD	nû	nû
hôret	VVIMP.Pl.2	hoeret	hoèren
eine	DIART.Fem.Akk.Sg.st	eine	èin
ander	DIA.Fem.Akk.Sg.wk	ander	ander
rede	NA.Fem.Akk.Sg.st	rede	rède
.	$_	.	.
	
ze	APPR	ze	ze
laurente	NE.Dat.Sg	Laurente	Laurent
was	VAFIN.Ind.Past.Sg.3	was	wësen
der	DDART.Masc.Nom.Sg.*	der	dër
frede	NA.Masc.Nom.Sg.*	vride	vride
gestadeget	VVPP	gestætiget	stætigen
unde	KON	unde	unte
gesworen	VVPP	gesworen	swèren
,	$_	,	,
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
û	PPER.*.Dat.Pl.2	iu	ir
sagete	VVFIN.*.Past.Sg.1	sagete	sagen
dâ	AVD	dâ	dâr
bevoren	AVD	bevorn	bevorne
,	$_	,	,
sô	AVD	sô	sô
dazs	AVD	daz	dazz
in	APPR	in	in
beiden	DIA.*.Dat.Pl.st	beiden	bèide
sîten	NA.Fem.Dat.Pl.*	sîten	sîte
zesamene	AVD	zesamene	zesamene
mohten	VMFIN.*.Past.Pl.3	mohten	mügen
rîten	VVINF	rîten	rîten
mit	APPR	mit	mit
fride	NA.Masc.Dat.Sg.*	vride	vride
und	KON	und	unte
mit	APPR	mit	mit
minnen	NA.Fem.Dat.Pl.*	minnen	minne
von	AVD	von	vone
ûzen	AVD	ûzen	ûzene
unde	KON	unde	unte
von	APPR	von	von
innen	AVD	innen	innen
beidiu	KON	beidiu	bèide
rîten	VVINF	rîten	rîten
unde	KON	unde	unte
gân	VVINF	gân	gân
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
dicke	AVD	dicke	dicke
alsô	AVD	alsô	allsô
getân	VVPP	getân	tuon
,	$_	,	,
want	KO*	want	wante
der	DDART.Masc.Nom.Sg.*	der	dër
frede	NA.Masc.Nom.Sg.*	vride	vride
gût	ADJD.Pos	guot	guot
was	VAFIN.Ind.Past.Sg.3	was	wësen
.	$_	.	.
	
eins	DIART.Masc.Gen.Sg.st	eines	èin
tages	NA.Masc.Gen.Sg.st	tages	tag
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
im	PPER.Masc.Dat.Sg.3	im	ër
ênêas	NE.Nom.Sg	Eneas	Eneas
ein	DIART	ein	èin
ros	NA.Neut.Akk.Sg.st	ros	ross
dare	AVD	dare	dare
bringen	VVINF	bringen	bringen
.	$_	.	.
	
mit	APPR	mit	mit
sînen	DPOSA.*.Dat.Pl.st	sînen	sîn
jungelingen	NA.Masc.Dat.Pl.st	jungelingen	jungeling
wolder	VMFIN.*.Past.Sg.3|PPER.Masc.Nom.Sg.3	wolte|er	wèllen|ër
sich	PRF.Akk.*.*	sich	sich
banechen	VVINF	baneken	baneken
rîten	VVINF	rîten	rîten
.	$_	.	.
	
in	APPR	in	in
den	DDART.*.Dat.Pl.*	den	dër
selben	DDA.*.Dat.Pl.st	selben	sëlb
zîten	NA.Fem,Neut.Dat.Pl.st	zîten	zît
,	$_	,	,
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
daz	KOUS	daz	dazz
die	DDART.Fem.Nom.Sg.*	die	dër
kuneginne	NA.Fem.Nom.Sg.*	küninginne	küninginne
geredete	VVFIN.*.Past.Sg.3	geredete	gerèden
umb	APPR	umbe	umbe
die	DDART.Fem.Akk.Sg.*	die	dër
minne	NA.Fem.Akk.Sg.st	minne	minne
wider	APPR	wider	wider
die	DDART.Fem.Akk.Sg.*	die	dër
maget	NA.Fem.Akk.Sg.st	maget	maged
lussam	ADJN	lustsam	lustsam
,	$_	,	,
vor	APPR	vore	vore
laurente	NE.Dat.Sg	Laurente	Laurent
her	PPER.Masc.Nom.Sg.3	her	ër
geriten	VVPP	geriten	rîten
quam	VVFIN.Ind.Past.Sg.3	quam	komen
vaste	AVD	vaste	vaste
an	APPR	an	ane
die	DDART.Fem.Akk.Sg.*	die	dër
mûren	NA.Fem.Akk.Sg.st	mûren	mûre
,	$_	,	,
und	KON	und	unte
die	DRELS.*.Nom.Pl	die	dër
mit	APPR	mit	mit
ime	PPER.Masc.Dat.Sg.3	ime	ër
fûren	VVFIN.*.Past.Pl.3	vuoren	varen
.	$_	.	.
	
dô	AVD	dô	dô
gehabete	VVFIN.*.Past.Sg.3	gehabete	gehaben
ênêas	NE.Nom.Sg	Eneas	Eneas
engegen	APPR	engegen	engègen
des	DDART.Masc.Gen.Sg.*	des	dër
kuneges	NA.Masc.Gen.Sg.st	küninges	küning
palas	NA.Masc,Neut.Dat.Sg.st	palase	palas
beide	KON	beide	bèide
er	PPER.Masc.Nom.Sg.3	er	ër
und	KON	und	unte
die	DDART.*.Nom.Pl.*	die	dër
sîne	DPOSS.*.Nom.Pl.st	sîne	sîn
.	$_	.	.
	
dô	AVD	dô	dô
was	VAFIN.Ind.Past.Sg.3	was	wësen
diu	DDART.Fem.Nom.Sg.*	diu	dër
maget	NA.Fem.Nom.Sg.st	maget	maged
lavîne	NE.Nom.Sg	Lavîn	Lavîn
gegangen	VVPP	gegangen	gân
ûf	APPR	ûf	ûf
ein	DIART.Masc,Neut.Akk.Sg.*	ein	èin
palas	NA.Neut.Akk.Sg.st	palas	palas
hô	AVD	hôhe	hôhe
und	KON	und	unte
ez	PPER.Neut.Nom.Sg.3	ez	ër
gefûchte	VVFIN.*.Past.Sg.3	gevuogte	geviuhten
sich	PRF.Akk.*.*	sich	sich
alsô	AVD	alsô	allsô
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
ênêas	NE.Nom.Sg	Eneas	Eneas
hielt	VVFIN.Ind.Past.Sg.3	hielt	halten
ûf	APPR	ûf	ûf
dem	DDART.Masc.Dat.Sg.*	dem	dër
graben	NA.Masc.Dat.Sg.wk	graben	grabe
.	$_	.	.
	
dô	AVD	dô	dô
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
diu	DDART.Fem.Nom.Sg.*	diu	dër
junkfrowe	NA.Fem.Nom.Sg.*	juncvrouwe	jungvrouwe
her	PAVD	her	hëre
abe	PAVAP	abe	abe
von	APPR	von	von
dem	DDART.Neut.Dat.Sg.*	dem	dër
venster	NA.Neut.Dat.Sg.st	venster	vënster
dâ	AVD	dâ	dâr
si	PPER.Fem.Nom.Sg.3	si	ër
lach	VVFIN.Ind.Past.Sg.3	lac	ligen
.	$_	.	.
	
den	DDART.Masc.Akk.Sg.*	den	dër
hêren	ADJA.Pos.Masc.Akk.Sg.*	hêren	hêre
sie	PPER.Fem.Nom.Sg.3	sie	ër
wol	AVD	wole	wole
besach	VVFIN.Ind.Past.Sg.3	besach	besëhen
,	$_	,	,
den	DDART.Masc.Akk.Sg.*	den	dër
minnesâlegen	ADJA.Pos.Masc.Akk.Sg.*	minnesalen	minnensælig
troiân	NE.Akk.Sg	Trôjân	Trôja
.	$_	.	.
	
wie	AVW	wie	wiè
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
her	PPER.Masc.Nom.Sg.3	her	ër
ie	AVD	ie	iè
sô	AVD	sô	sô
wolgetân	ADJD.Pos	wolegetân	wolegetân
,	$_	,	,
hern	PPER.Masc.Nom.Sg.3|PTKNEG	her|ne	ër|ne
mohte	VMFIN.*.Past.Sg.3	mohte	mügen
niemer	AVD	niemer	nièmer
schôner	ADJD.Pos	schoener	schoène
sîn	VAINF	sîn	sîn
!	$_	!	!
	
daz	DDS.Neut.Akk.Sg.*	daz	dër
hete	VAFIN.*.Past.Sg.3	hæte	haben
ouch	AVD	ouch	ouch
daz	DDART.Neut.Nom.Sg.*	daz	dër
magedîn	NA.Neut.Nom.Sg.st	magedîn	magedîn
dâ	AVD	dâ	dâr
bevor	AVD	bevore	bevore
vil	AVD	vile	vile
wol	AVD	wole	wole
vernomen	VVPP	vernomen	vernëmen
.	$_	.	.
	
dô	KOUS	dô	dô
her	PPER.Masc.Nom.Sg.3	her	ër
dô	AVD	dô	dô
dare	AVD	dare	dare
was	VAFIN.Ind.Past.Sg.3	was	wësen
komen	VVPP	komen	komen
,	$_	,	,
do	AVD	dô	dô
gesach	VVFIN.Ind.Past.Sg.3	gesach	gesëhen
sie	PPER.Fem.Nom.Sg.3	sie	ër
die	DDART.Fem.Akk.Sg.*	die	dër
wârheit	NA.Fem.Akk.Sg.st	wârheit	wârhèit
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
si	PPER.Fem.Nom.Sg.3	si	ër
michel	ADJA.Pos	michel	michel
arbeit	NA.Fem,Neut.Akk.Sg.st	arbeit	arbèit
.	$_	.	.
	
dô	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
hêre	ADJA.Pos.Masc.Nom.Sg.wk	hêre	hêre
dare	AVD	dare	dare
quam	VVFIN.Ind.Past.Sg.3	quam	komen
und	KON	und	unte
sîn	PPER.Masc.Gen.Sg.3	sîn	ër
diu	DDART.Fem.Nom.Sg.*	diu	dër
maget	NA.Fem.Nom.Sg.st	maget	maged
lussam	ADJN.Fem.Nom.Sg.*	lustsam	lustsam
dâ	AVD	dâ	dâr
nidene	AVD	nidene	nidene
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
gewar	ADJD.Pos	gewar	geware
und	KON	und	unte
si	PPER.Fem.Nom.Sg.3	si	ër
ir	DPOSA.Neut.Akk.Pl.*	ire	ire
ougen	NA.Neut.Akk.Pl.wk	ougen	ouge
kêrde	VVFIN.*.Past.Sg.3	kêrte	kêren
dar	AVD	dar	dâr
,	$_	,	,
dâ	AVD	dâ	dâr
si	PPER.Fem.Nom.Sg.3	si	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ûf	APPR	ûf	ûf
deme	DDART.Neut.Dat.Sg.*	deme	dër
hûs	NA.Neut.Dat.Sg.st	hûse	hûs
:	$_	:	:
dô	AVD	dô	dô
schôz	VVFIN.Ind.Past.Sg.3	schôz	schièzen
si	PPER.Fem.Nom.Sg.3	si	ër
frouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
vênûs	NE.Nom.Sg	Vênus	Venus
mit	APPR	mit	mit
einer	DIART.Fem.Dat.Sg.st	einer	èin
scharphen	ADJA.Pos.Fem.Dat.Sg.wk	scharpfen	scharpf
strâle	NA.Fem.Dat.Sg.st	strâle	strâle
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
ir	PPER.Fem.Dat.Sg.3	ir	ër
al	DID.*.*.*.st	al	all
ze	APPR	ze	ze
quâle	NA.Fem.Dat.Sg.st	quâle	quâle
sint	AVD	sint	sint
uber	APPR	über	über
ein	DIART.Fem.Akk.Sg.*	ein	èin
lange	ADJA.Pos.Fem.Akk.Sg.st	lange	lang
stunden	NA.Fem.Akk.Sg.st	stunden	stunte
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
eine	DIART.Fem.Akk.Sg.st	eine	èin
wunden	NA.Fem.Akk.Sg.st	wunden	wunte
an	APPR	an	ane
ir	DPOSA	ire	ire
herze	NA.Neut.Akk.Sg.wk	herze	hërze
enbinnen	AVD	enbinnen	enbinnen
,	$_	,	,
sô	AVD	sô	sô
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
mûste	VMFIN.*.Past.Sg.3	muoste	müèzen
minnen	VVINF	minnen	minnen
,	$_	,	,
si	PPER.Fem.Nom.Sg.3	si	ër
wolde	VMFIN.*.Past.Sg.3	wolte	wèllen
oder	KON	oder	oder
enwolde	PTKNEG|VMFIN.*.Past.Sg.3	en|wolte	ne|wèllen
,	$_	,	,
dâ	AVD	dâ	dâr
si	PPER.Fem.Nom.Sg.3	si	ër
ir	DPOSA	ire	ire
mûter	NA.Fem.Nom.Sg.st	muoter	muoter
holde	VVFIN.Subj.Past.Sg.3	holete	holen
almitalle	AVD	almitalle	allmitalle
mit	AVD	mit	mite
verlôs	VVFIN.Ind.Past.Sg.3	verlôs	verlièsen
,	$_	,	,
want	KO*	want	wante
si	PPER.Fem.Nom.Sg.3	si	ër
bran	VVFIN.Ind.Past.Sg.3	bran	brinnen
und	KON	und	unte
si	PPER.Fem.Nom.Sg.3	si	ër
frôs	VVFIN.Ind.Past.Sg.3	vrôs	vrièsen
in	APPR	in	in
vil	AVD	vile	vile
korzen	ADJA.Pos.*.Dat.Pl.*	kurzen	kurz
stunden	NA.Fem.Dat.Pl.*	stunden	stunte
;	$_	;	;
sine	PPER.Fem.Nom.Sg.3|PTKNEG	si|ne	ër|ne
wiste	VVFIN.*.Past.Sg.3	wiste	wizzen
niht	PTKNEG	niht	niht
der	DDART.Fem.Gen.Sg.*	der	dër
wunden	NA.Fem.Gen.Sg.st	wunden	wunte
,	$_	,	,
dâ	PAVD	dâ	dâr
ir	PPER.Fem.Dat.Sg.3	ir	ër
daz	DDART.Neut.Nom.Sg.*	daz	dër
ubel	NA.Neut.Nom.Sg.st	übel	übel
vone	PAVAP	vone	vone
quam	VVFIN.Ind.Past.Sg.3	quam	komen
.	$_	.	.
	
vile	AVD	vile	vile
schiere	AVD	schiere	schière
sie	PPER.Fem.Nom.Sg.3	sie	ër
vernam	VVFIN.Ind.Past.Sg.3	vernam	vernëmen
irre	DPOSA.Fem.Gen.Sg.st	irere	ire
mûter	NA.Fem.Gen.Sg.st	muoter	muoter
geheiz	NA.Masc,Neut.Akk.Sg.st	geheize	gehèize
:	$_	:	:
sie	PPER.Fem.Nom.Sg.3	sie	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
unmâzen	AVD	unmâzen	unmâzen
heiz	ADJD.Pos	heiz	hèiz
unde	KON	unde	unte
dar	PAVD	dâr	dâr
nâch	PAVAP	nâch	nâh
schiere	AVD	schiere	schière
sal	VMFIN.Ind.Pres.Sg.3	sal	solen
.	$_	.	.
	
wande	KO*	wande	wante
si	PPER.Fem.Nom.Sg.3	si	ër
unsanfte	AVD	unsanfte	unsamfte
qual	VVFIN.Ind.Past.Sg.3	qual	quëlen
,	$_	,	,
unsanfte	AVD	unsanfte	unsamfte
sie	PPER.Fem.Nom.Sg.3	sie	ër
lebete	VVFIN.*.Past.Sg.3	lebete	lëben
,	$_	,	,
si	PPER.Fem.Nom.Sg.3	si	ër
switzete	VVFIN.*.Past.Sg.3	switzete	switzen
unde	KON	unde	unte
bebete	VVFIN.*.Past.Sg.3	bibete	bëben
,	$_	,	,
sie	PPER.Fem.Nom.Sg.3	sie	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
bleich	ADJD.Pos	bleich	blèich
unde	KON	unde	unte
rôt	ADJD.Pos	rôt	rôt
.	$_	.	.
	
vile	AVD	vile	vile
michel	ADJD.Pos	michel	michel
was	VAFIN.Ind.Past.Sg.3	was	wësen
ir	DPOSA	ire	ire
nôt	NA.Fem.Nom.Sg.st	nôt	nôt
unde	KON	unde	unte
ir	DPOSA	ire	ire
lîbes	NA.Masc.Gen.Sg.st	lîbes	lîb
