swer	PG.Masc.Nom.Sg.st	swer	swër
sluge	VVFIN.Subj.Past.Sg.3	slüege	slahen
uf	APPR	ûf	ûf
sines	DPOSA.Masc.Gen.Sg.st	sînes	sîn
vater	NA.Masc.Gen.Sg.st	vateres	vater
grabe	NA.Neut.Dat.Sg.st	grabe	grab
wir	PPER.*.Nom.Pl.1	wir	wir
muzzen	VMFIN.*.Pres.Pl.1	müezen	müèzen
dirre	DDA.Fem.Gen.Sg.*	dirre	dise
rede	NA.Fem.Gen.Sg.st	rede	rède
kumen	VVINF	kumen	komen
abe	PTKVZ	abe	abe
daz	DDS.Neut.Nom.Sg.*	daz	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
also	AVD	alsô	allsô
gut	ADJD.Pos	guot	guot
bezite	AVD	bezîte	bezîte
als	KO*	als	allsô
man	PI.*.Nom.Sg.st	man	man
lenger	AVD	langer	lange
bite	VVFIN.Subj.Pres.Sg.3	bite	biten
sin	DPOSA	sîn	sîn
rat	NA.Masc.Nom.Sg.st	rât	rât
der	DDS.Masc.Nom.Sg.*	der	dër
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
da	PAVD	dâ	dâr
von	PAVAP	von	vone
quam	VVFIN.Ind.Past.Sg.3	quam	komen
groz	ADJA.Pos	grôz	grôz
ungemach	NA.Masc,Neut.Nom.Sg.st	ungemach	ungemach
und	KON	und	unte
groz	ADJA.Pos	grôz	grôz
leide	NA.Fem.Nom.Sg.*	leide	lèide
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
dar	PAVD	dâr	dâr
nach	PAVAP	nâch	nâh
bescheide	VVFIN.*.Pres.Sg.1	bescheide	beschèiden
do	AVD	dô	dô
leitte	VVFIN.*.Past.Sg.3	leitte	lèiten
sie	PPER.Fem.Akk.Sg.3	sie	ër
pyrrus	NE.Nom.Sg	Pirrus	Pirrus
hin	AVD	hin	hine
swie	AVG	swie	swiè
sie	PPER.Fem.Nom.Sg.3	sie	ër
schrige	VVFIN.Subj.Past.Sg.3	schrige	schrîen
oder	KON	oder	oder
grin	VVFIN.Subj.Past.Sg.3	grine	grînen
des	DDS.Neut.Gen.Sg.*	des	dër
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
er	PPER.Masc.Nom.Sg.3	er	ër
deheine	DIA.Fem.Akk.Sg.st	decheine	dehèin
war	NA.Fem.Akk.Sg.st	war	ware
sie	PPER.Fem.Nom.Sg.3	sie	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
do	KOUS	dô	dô
er	PPER.Masc.Nom.Sg.3	er	ër
sie	PPER.Fem.Akk.Sg.3	sie	ër
leitte	VVFIN.*.Past.Sg.3	leitte	lèiten
dar	AVD	dar	dâr
edel	ADJA.Pos	edel	èdele
man	NA.Masc.Nom.Sg.st	man	mann
pirrus	NE.Nom.Sg	Pirrus	Pirrus
wie	AVW	wie	wiè
leit	ADJD.Pos	leit	lèid
ir	PPER.*.Nom.Pl.2	ir	ir
mich	PPER.*.Akk.Sg.1	mich	ich
sus	AVD	sus	sus
wamite	VVFIN.*.Past.Sg.3	wamete	wæmen
han	VAFIN.Ind.Pres.Sg.1	hân	haben
ich	PPER.*.Nom.Sg.1	ich	ich
dit	DDS.Neut.Akk.Sg.*	dit	dise
verscholt	VVPP	verschult	verschulden
ich	PPER.*.Nom.Sg.1	ich	ich
was	VAFIN.Ind.Past.Sg.1	was	wësen
uwerme	DPOSA.Masc.Dat.Sg.st	iuwerme	iuwer
vater	NA.Masc.Dat.Sg.st	vater	vater
vil	AVD	vile	vile
holt	ADJD.Pos	holt	hold
hat	VAFIN.Ind.Pres.Sg.3	hât	haben
in	PPER.Masc.Akk.Sg.3	in	ër
min	DPOSA	mîn	mîn
bruder	NA.Masc.Nom.Sg.st	bruoder	bruoder
erslagen	VVPP	erslagen	erslahen
lebet	VVFIN.Subj.Past.Sg.1	lebete	lëben
ich	PPER.*.Nom.Sg.1	ich	ich
immer	AVD	iemer	ièmer
ich	PPER.*.Nom.Sg.1	ich	ich
wolde	VMFIN.*.Past.Sg.1	wolte	wèllen
in	PPER.Masc.Akk.Sg.3	in	ër
klagen	VVINF	klagen	klagen
ez	PPER.Neut.Nom.Sg.3	ez	ër
entu	PTKNEG|VVFIN.Subj.Pres.Sg.3	en|tuo	ne|tuon
denne	AVD	denne	danne
min	DPOSA	mîn	mîn
sunde	NA.Fem.Akk.Sg.st	sünde	sünte
ich	PPER.*.Nom.Sg.1	ich	ich
enwiste	PTKNEG|VVFIN.*.Past.Sg.1	en|wiste	ne|wizzen
noch	KON	noch	noh
enkunde	PTKNEG|VMFIN.*.Past.Sg.1	en|kunde	ne|kunnen
von	APPR	von	von
warheite	NA.Fem.Dat.Sg.st	wârheite	wârhèit
wizzen	VVINF	wizzen	wizzen
waz	PW.Neut.Nom.Sg.st	waz	wër
mir	PPER.*.Dat.Sg.1	mir	ich
si	VAFIN.Subj.Pres.Sg.3	sî	sîn
gewizzen	ADJD.Pos	gewizzen	gewizzen
ach	ITJ	ach	ach
ir	DPOSA	ire	ire
arme	ADJA.Pos.Fem.Nom.Sg.wk	arme	arm
sunderin	NA.Fem.Nom.Sg.*	sünderinne	süntærinne
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
mit	APPR	mit	mit
unerin	NA.Fem.Dat.Pl.*	unêren	unêre
alsus	AVD	alsus	allsus
wirde	VAFIN.Ind.Pres.Sg.1	wirde	wërden
geleit	VVPP	geleit	lègen
ich	PPER.*.Nom.Sg.1	ich	ich
entet	PTKNEG|VVFIN.*.Past.Sg.1	en|tet	ne|tuon
in	PPER.*.Dat.Pl.3	in	ër
me	AVD.Comp	mêr	mêre
dehein	DIA	dechein	dehèin
leit	NA.Neut.Akk.Sg.st	leit	lèid
an	APPR	an	ane
werken	NA.Neut.Dat.Pl.st	werken	wërk
noch	KON	noch	noh
an	APPR	an	ane
worten	NA.Neut.Dat.Pl.st	worten	wort
die	DRELS.*.Nom.Pl	die	dër
ir	DPOSA	ire	ire
rede	NA.Fem.Akk.Sg.st	rede	rède
gehorten	VVFIN.*.Past.Pl.3	gehôrten	gehoèren
und	KON	und	unte
ir	DPOSA	ire	ire
not	NA.Fem.Akk.Sg.st	nôt	nôt
sahen	VVFIN.Ind.Past.Pl.3	sâhen	sëhen
die	DDS.*.Nom.Pl.*	die	dër
musten	VMFIN.*.Past.Pl.3	muosten	müèzen
enphahen	VVINF	entvâhen	entvâhen
iamer	NA.Masc,Neut.Akk.Sg.st	jâmer	jâmer
und	KON	und	unte
ruwe	NA.Fem,Masc.Akk.Sg.*	riuwe	riuwe
die	DDART.Fem.Akk.Sg.*	die	dër
frische	ADJA.Pos.Fem.Akk.Sg.st	vrische	vrisch
rose	NA.Fem.Nom.Sg.*	rôse	rôse
nuwe	ADJN	niuwe	niuwe
und	KON	und	unte
ir	DPOSA	ire	ire
varwe	NA.Fem.Akk.Sg.st	varwe	varwe
die	DRELS.Fem.Nom.Sg	die	dër
von	APPR	von	von
ir	DPOSA	ire	ire
schein	VVFIN.Ind.Past.Sg.3	schein	schînen
die	DDS.*.Nom.Pl.*	die	dër
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
glich	ADJD.Pos	gelîch	gelîch
und	KON	und	unte
ein	DIART	ein	èin
so	AVD	sô	sô
schone	ADJA.Pos	schoene	schoène
maget	NA.Fem.Nom.Sg.st	maget	maged
so	AVD	sô	sô
schone	ADJA.Pos.*.Akk.Pl.st	schoene	schoène
kint	NA.Neut.Akk.Pl.st	kint	kind
bewewete	VVFIN.*.Past.Sg.3	bewæjete	bewæjen
nie	AVD	nie	niè
der	DDART.Masc.Nom.Sg.*	der	dër
win	NA.Masc.Nom.Sg.st	wîn	wîn
noch	KON	noch	noh
enbeluchte	PTKNEG|VVFIN.*.Past.Sg.3	en|belûhte	ne|beliuhten
nie	AVD	nie	niè
die	DDART.Fem.Akk.Sg.*	die	dër
sunnenschin	NA.Masc.Nom.Sg.st	sunnenschîn	sunnenschîn
pirrus	NE.Nom.Sg	Pirrus	Pirrus
leiz	VVFIN.Ind.Past.Sg.3	liez	lâzen
alle	DIA.Fem.Akk.Sg.st	alle	all
rede	NA.Fem.Akk.Sg.st	rede	rède
sin	VAINF	sîn	sîn
er	PPER.Masc.Nom.Sg.3	er	ër
leite	VVFIN.*.Past.Sg.3	leite	lègen
sie	PPER.Fem.Akk.Sg.3	sie	ër
zu	APPR	zuo	ze
dem	DDART.Neut.Dat.Sg.*	dem	dër
grabe	NA.Neut.Dat.Sg.st	grabe	grab
wert	AVD	wert	wërt
und	KON	und	unte
zuckete	VVFIN.*.Past.Sg.3	zückete	zücken
sin	DPOSA	sîn	sîn
swert	NA.Neut.Akk.Sg.st	swert	swërt
uns	PPER.*.Dat.Pl.1	uns	wir
sluc	VVFIN.Ind.Past.Sg.3	sluoc	slahen
ir	PPER.Fem.Dat.Sg.3	ir	ër
daz	DDART.Neut.Nom.Sg.*	daz	dër
houbet	NA.Neut.Nom.Sg.st	houbet	houbet
abe	PTKVZ	abe	abe
uf	APPR	ûf	ûf
sines	DPOSA.Masc.Gen.Sg.st	sînes	sîn
vater	NA.Masc.Gen.Sg.st	vateres	vater
grabe	NA.Neut.Dat.Sg.st	grabe	grab
daz	DDART.Neut.Nom.Sg.*	daz	dër
grap	NA.Neut.Nom.Sg.st	grap	grab
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
von	APPR	von	von
blute	NA.Neut.Dat.Sg.st	bluote	bluot
rot	ADJD.Pos	rôt	rôt
do	KOUS	dô	dô
die	DDART.Fem.Nom.Sg.*	die	dër
maget	NA.Fem.Nom.Sg.st	maget	maged
was	VAFIN.Ind.Past.Sg.3	was	wësen
tot	ADJD.Pos	tôt	tôt
ir	DPOSA	ire	ire
muter	NA.Fem.Nom.Sg.st	muoter	muoter
ecuba	NE.Nom.Sg	Ecuba	Hecuba
stalte	VVFIN.*.Past.Sg.3	stalte	stèllen
groz	ADJA.Pos	grôz	grôz
wunder	NA.Neut.Nom.Sg.st	wunder	wunter
da	AVD	dâ	dâr
sie	PPER.Fem.Nom.Sg.3	sie	ër
beiz	VVFIN.Ind.Past.Sg.3	beiz	bîzen
und	KON	und	unte
cram	VVFIN.Ind.Past.Sg.3	kram	krimmen
allez	DIS.Neut.Akk.Sg.st	allez	all
daz	DRELS.Neut.Nom.Sg	daz	dër
ir	PPER.Fem.Dat.Sg.3	ir	ër
zu	PTKVZ	zuo	zuo
quam	VVFIN.Ind.Past.Sg.3	quam	komen
zu	APPR	zuo	ze
handen	NA.Fem.Dat.Pl.st	handen	hant
oder	KON	oder	oder
zu	APPR	zuo	ze
munde	NA.Masc.Dat.Sg.st	munde	mund
der	DDART.*.Gen.Pl.*	der	dër
crichen	NA.Masc.Gen.Pl.*	Kriechen	Krièche
dehein	DIS.Masc.Nom.Sg.*	dechein	dehèin
enkunde	PTKNEG|VMFIN.*.Past.Sg.3	en|kunde	ne|kunnen
vor	APPR	vore	vore
ir	PPER.Fem.Dat.Sg.3	ir	ër
nieren	AVD	niergen	nièrgen
bestan	VVINF	bestân	bestân
sie	PPER.Fem.Nom.Sg.3	sie	ër
liz	VVFIN.Ind.Past.Sg.3	liez	lâzen
under	APPR	under	unter
sie	PPER.*.Akk.Pl.3	sie	ër
gan	VVINF	gân	gân
mit	APPR	mit	mit
einn	DIART.Neut.Dat.Sg.st	einen	èin
mezzer	NA.Neut.Dat.Sg.st	mezzer	mèzzer
daz	KOUS	daz	dazz
sie	PPER.Fem.Nom.Sg.3	sie	ër
truc	VVFIN.Ind.Past.Sg.3	truoc	tragen
einen	DIART.Masc.Akk.Sg.st	einen	èin
kunic	NA.Masc.Akk.Sg.st	küninc	küning
sie	PPER.Fem.Nom.Sg.3	sie	ër
zu	APPR	zuo	ze
tode	NA.Masc.Dat.Sg.st	tôde	tôd
sluc	VVFIN.Ind.Past.Sg.3	sluoc	slahen
un	KON	unte	unte
zwene	CARDA.Masc.Akk.Pl.st	zwêne	zwêne
grefen	NA.Masc.Akk.Pl.*	græven	græve
dar	PAVD	dâr	dâr
mite	PAVAP	mite	mite
ouch	AVD-KO*	ouch	ouch
engalt	VVFIN.Ind.Past.Sg.3	entgalt	entgëlten
sie	PPER.Fem.Nom.Sg.3	sie	ër
irre	DPOSA.Fem.Gen.Sg.st	irere	ire
unsite	NA.Fem,Masc.Gen.*.*	unsite	unsite
man	PI.*.Nom.Sg.st	man	man
mochte	VMFIN.*.Past.Sg.3	mohte	mügen
wunder	NA.Neut.Akk.Sg.st	wunder	wunter
schowen	VVINF	schouwen	schouwen
sie	PPER.*.Nom.Pl.3	sie	ër
begriffen	VVFIN.*.Past.Pl.3	begriffen	begrîfen
die	DDART.*.Akk.Pl.*	die	dër
frowen	NA.Fem.Akk.Pl.st	vrouwen	vrouwe
und	KON	und	unte
bunden	VVFIN.*.Past.Pl.3	bunden	binten
sie	PPER.Fem.Akk.Sg.3	sie	ër
zu	APPR	zuo	ze
einn	DIART.Masc.Dat.Sg.st	einen	èin
phale	NA.Masc.Dat.Sg.st	pfâle	pfâl
und	KON	und	unte
wurfen	VVFIN.*.Past.Pl.3	wurfen	wërfen
alle	DID.*.Nom.Pl.st	alle	all
zumale	NA.Neut.Dat.Sg.st	zuomâle	zuomâl
uf	APPR	ûf	ûf
sie	PPER.Fem.Akk.Sg.3	sie	ër
mit	APPR	mit	mit
steinen	NA.Masc.Dat.Pl.st	steinen	stèin
ir	DPOSA	ire	ire
fleisch	NA.Neut.Nom.Sg.st	vleisch	vlèisch
mit	APPR	mit	mit
irme	DPOSA.Neut.Dat.Sg.st	ireme	ire
gebeine	NA.Neut.Dat.Sg.st	gebeine	gebèine
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
so	AVD	sô	sô
gar	AVD	gar	gare
zurslagen	VVPP	zuoslagen	zerslahen
man	PI.*.Nom.Sg.st	man	man
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
lange	AVD	lange	lange
dar	PAVD	dâr	dâr
abe	PAVAP	abe	abe
saugen	VVINF	sagen	sagen
daz	KOUS	daz	dazz
sie	PPER.Fem.Nom.Sg.3	sie	ër
den	DDART.Masc.Akk.Sg.*	den	dër
lip	NA.Masc.Akk.Sg.st	lîp	lîb
also	AVD	alsô	allsô
verlos	VVFIN.Ind.Past.Sg.3	verlôs	verlièsen
und	KON	und	unte
so	AVD	sô	sô
bittern	ADJA.Pos.Masc.Akk.Sg.*	bittern	bitter
tot	NA.Masc.Akk.Sg.st	tôt	tôd
kos	VVFIN.Ind.Past.Sg.3	kôs	kièsen
noch	AVD	noch	noh
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
sie	PPER.Fem.Nom.Sg.3	sie	ër
bestat	VVPP	bestatet	bestaten
ein	DIART	ein	èin
teil	NA.Neut.Akk.Sg.st	teil	tèil
verren	AVD	verren	vërren
von	APPR	von	von
der	DDART.Fem.Dat.Sg.*	der	dër
stat	NA.Fem.Dat.Sg.st	stat	stat
in	APPR	in	in
eime	DIART.Masc.Dat.Sg.st	eineme	èin
harte	AVD	harte	harte
schonen	ADJA.Pos.Masc.Dat.Sg.wk	schoenen	schoène
graben	NA.Masc.Dat.Sg.wk	graben	grabe
noch	AVD	noch	noh
hat	VAFIN.Ind.Pres.Sg.3	hât	haben
die	DDART.Fem.Nom.Sg.*	die	dër
stat	NA.Fem.Nom.Sg.st	stat	stat
namen	NA.Masc.Akk.Sg.*	namen	name
dar	PAVD	dâr	dâr
abe	PAVAP	abe	abe
unselic	ADJA.Pos	unsælic	unsælig
stat	NA.Fem.Nom.Sg.st	stat	stat
alle	DID.Fem.Nom.Sg.st	alle	all
verkart	VVPP	verkârt	verkêren
wenne	AVW	wenne	wanne
da	AVD	dâ	dâr
begraben	VVPP	begraben	begraben
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
die	DDART.Fem.Nom.Sg.*	die	dër
edel	ADJA.Pos	edel	èdele
kuneginne	NA.Fem.Nom.Sg.*	küninginne	küninginne
vurkart	VVPP	verkârt	verkêren
uz	APPR	ûz	ûz
irn	DPOSA.Masc.Dat.Sg.st	iren	ire
sinne	NA.Masc.Dat.Sg.st	sinne	sinn
also	AVD	alsô	allsô
verlos	VVFIN.Ind.Past.Sg.3	verlôs	verlièsen
sie	PPER.Fem.Nom.Sg.3	sie	ër
den	DDART.Masc.Akk.Sg.*	den	dër
lip	NA.Masc.Akk.Sg.st	lîp	lîb
sie	PPER.Fem.Nom.Sg.3	sie	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
iedoch	AVD	iedoch	ièdoh
ein	DIART	ein	èin
vrumic	ADJA.Pos	vrümic	vrümig
wip	NA.Neut.Nom.Sg.st	wîp	wîb
ir	PPER.Fem.Dat.Sg.3	ir	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ir	DPOSA	ire	ire
leit	NA.Neut.Nom.Sg.st	leit	lèid
alzu	AVD	alzuo	allze
leit	ADJD.Pos	leit	lèid
des	DDS.Neut.Gen.Sg.*	des	dër
gwan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
sie	PPER.Fem.Nom.Sg.3	sie	ër
sulche	DDA.Fem.Akk.Sg.st	soliche	solich
tobeheit	NA.Fem.Akk.Sg.st	tobeheit	tobehèit
von	APPR	von	von
anders	AVD	anders	anderes
deheiner	DIA.Fem.Dat.Sg.st	decheiner	dehèin
schande	NA.Fem.Dat.Sg.st	schande	schante
des	KON	des	dës
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
in	APPR	in	in
dem	DDART.Neut.Dat.Sg.*	dem	dër
lande	NA.Neut.Dat.Sg.st	lande	lant
wunderliche	ADJA.Pos.Fem.Nom.Sg.st	wunderlîche	wunterlich
geschichte	NA.Fem.Nom.Sg.st	geschihte	geschiht
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
uch	PPER.*.Dat.Pl.2	iuch	ir
berichte	VVFIN.*.Past.Sg.1	berihte	berihten
sich	PRF.Akk.*.*	sich	sich
hup	VVFIN.Ind.Past.Sg.3	huop	hèben
ein	DIART	ein	èin
harte	AVD	harte	harte
groz	ADJA.Pos	grôz	grôz
strit	NA.Masc.Nom.Sg.st	strît	strît
ayax	NE.Nom.Sg	Ajax	Ajax
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
zu	APPR	zuo	ze
der	DDART.Fem.Dat.Sg.*	der	dër
zit	NA.Fem.Dat.Sg.st	zît	zît
von	APPR	von	von
salemine	NE.Dat.Sg	Salemîne	Salemîne
ich	PPER.*.Nom.Sg.1	ich	ich
und	KON	und	unte
die	DDART.*.Nom.Pl.*	die	dër
mine	DPOSS.*.Nom.Pl.st	mîne	mîn
wollen	VMFIN.*.Pres.Pl.1	wollen	wèllen
han	VAINF	hân	haben
palladiun	NE.Akk.Sg	Palladiun	Palladium
ich	PPER.*.Nom.Sg.1	ich	ich
han	VAFIN.Ind.Pres.Sg.1	hân	haben
pris	NA.Masc.Akk.Sg.st	prîs	prîs
und	KON	und	unte
rum	NA.Masc.Akk.Sg.st	ruom	ruom
und	KON	und	unte
ritterliche	ADJA.Pos.Fem.Akk.Sg.st	ritterlîche	rîtærelich
ere	NA.Fem.Akk.Sg.st	êre	êre
hie	AVD	hier	hièr
begangen	VVPP	begangen	begân
mere	AVD.Comp	mêre	mêre
danne	KOUS	danne	danne
ein	DIART	ein	èin
ander	DIA	ander	ander
habe	VAFIN.Subj.Pres.Sg.3	habe	haben
getan	VVPP	getân	tuon
des	DDS.Neut.Gen.Sg.*	des	dër
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
diz	DDA.Neut.Akk.Sg.*	diz	dise
bilde	NA.Neut.Akk.Sg.st	bilede	bilede
han	VAINF	hân	haben
do	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
diomedes	NE.Nom.Sg	Diomedes	Diomedes
wer	PW.Masc.Nom.Sg.st	wer	wër
stat	VVFIN.Ind.Pres.Sg.3	stât	stân
uch	PPER.*.Dat.Pl.2	iuch	ir
des	DDS.Neut.Gen.Sg.*	des	dër
ez	PPER.Neut.Nom.Sg.3	ez	ër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
uch	PPER.*.Dat.Pl.2	iuch	ir
allen	DID.*.Dat.Pl.st	allen	all
wol	AVD	wole	wole
kunt	ADJD.Pos	kunt	kund
ich	PPER.*.Nom.Sg.1	ich	ich
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
dicke	AVD	dicke	dicke
worden	VAPP	worden	wërden
wunt	ADJD.Pos	wunt	wunt
zu	APPR	zuo	ze
sturme	NA.Masc.Dat.Sg.st	sturme	sturm
und	KON	und	unte
zu	APPR	zuo	ze
fechte	NA.Fem.Dat.Sg.st	vehte	vëhte
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ez	PPER.Neut.Nom.Sg.3	ez	ër
iemannes	DIA.*.Gen.Sg.st	iemannes	ièmannd
von	APPR	von	von
rechte	NA.Neut.Dat.Sg.st	rehte	rëht
nach	APPR	nâch	nâh
sime	DPOSA.Masc.Dat.Sg.st	sîneme	sîn
werde	NA.Masc,Neut.Dat.Sg.st	werde	wërd
ich	PPER.*.Nom.Sg.1	ich	ich
wene	VVFIN.*.Pres.Sg.1	wæne	wænen
ez	PPER.Neut.Nom.Sg.3	ez	ër
mir	PPER.*.Dat.Sg.1	mir	ich
werde	VAFIN.Subj.Pres.Sg.3	werde	wërden
thelamon	NE.Nom.Sg	Thelamon	Thelamon
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
sine	DPOSA.*.Akk.Pl.st	sîne	sîn
wort	NA.Neut.Nom.Pl.st	wort	wort
uwer	DPOSA.Fem.Nom.Sg.st	iuwer	iuwer
rede	NA.Fem.Nom.Sg.*	rede	rède
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ungehort	ADJD.Pos	ungehôrt	ungehoèret
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
ez	PPER.Neut.Nom.Sg.3	ez	ër
iemannes	DIA.*.Gen.Sg.st	iemannes	ièmannd
sin	VAINF	sîn	sîn
nach	APPR	nâch	nâh
sin	DPOSA	sîn	sîn
werde	VAFIN.Subj.Pres.Sg.3	werde	wërden
so	AVD	sô	sô
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ez	PPER.Neut.Nom.Sg.3	ez	ër
min	DPOSD	mîn	mîn
do	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
under	APPR	under	unter
des	DDS.Neut.Gen.Sg.*	des	dër
der	DDART.Masc.Nom.Sg.*	der	dër
wise	ADJA.Pos.Masc.Nom.Sg.wk	wîse	wîse
vlixes	NE.Nom.Sg	Ulixes	Ulixes
mir	PPER.*.Dat.Sg.1	mir	ich
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
vil	AVD	vile	vile
ungemach	ADJD.Pos	ungemach	ungemach
daz	KOUS	daz	dazz
uwer	PPER.*.Gen.Pl.2	iuwer	ir
hute	AVD	hiute	hiute
dehein	DIA	dechein	dehèin
beiach	VVFIN.Ind.Past.Sg.3	bejach	bejëhen
daz	KOUS	daz	dazz
ez	PPER.Neut.Nom.Sg.3	ez	ër
sin	PPER.Masc.Gen.Sg.3	sîn	ër
wesen	VAINF	wesen	wësen
solde	VMFIN.*.Past.Sg.3	solte	solen
ob	KOUS	ob	obe
ich	PPER.*.Nom.Sg.1	ich	ich
es	PPER.Neut.Gen.Sg.3	es	ër
niht	NA.Neut.Akk.Sg.st	niht	niht
enwolde	PTKNEG|VMFIN.*.Past.Sg.1	en|wolte	ne|wèllen
so	AVD	sô	sô
tet	VVFIN.*.Past.Sg.3	tet	tuon
er	PPER.Masc.Nom.Sg.3	er	ër
affechte	AVD	affehte	affehte
swelich	DGS.Masc.Nom.Sg.*	swelich	swèlich
uwer	PPER.*.Gen.Pl.2	iuwer	ir
es	PPER.Neut.Gen.Sg.3	es	ër
gedechte	VVFIN.Subj.Past.Sg.3	gedæhte	gedènken
ich	PPER.*.Nom.Sg.1	ich	ich
sage	VVFIN.*.Pres.Sg.1	sage	sagen
uch	PPER.*.Dat.Pl.2	iuch	ir
warumbe	PAVW|PAVAP	wâr|umbe	wâr|umbe
ez	PPER.Neut.Nom.Sg.3	ez	ër
min	PPER.*.Gen.Sg.1	mîn	ich
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ich	PPER.*.Nom.Sg.1	ich	ich
han	VAFIN.Ind.Pres.Sg.1	hân	haben
mit	APPR	mit	mit
miner	DPOSA.Fem.Dat.Sg.st	mîner	mîn
list	NA.Fem.Dat.Sg.st	list	list
daz	DDART.Neut.Akk.Sg.*	daz	dër
bilde	NA.Neut.Akk.Sg.st	bilede	bilede
gwunnen	VVPP	gewunnen	gewinnen
man	PI.*.Nom.Sg.st	man	man
mag	VMFIN.Ind.Pres.Sg.3	mac	mügen
es	PPER.Neut.Akk.Sg.3	ez	ër
mir	PPER.*.Dat.Sg.1	mir	ich
wol	AVD	wole	wole
gunnen	VVINF	gunnen	gunnen
ez	PPER.Neut.Nom.Sg.3	ez	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
mir	PPER.*.Dat.Sg.1	mir	ich
gesant	VVPP	gesant	sènten
uz	APPR	ûz	ûz
der	DDART.Fem.Dat.Sg.*	der	dër
stat	NA.Fem.Dat.Sg.st	stat	stat
do	AVD	dô	dô
hette	VAFIN.*.Past.Sg.1	hette	haben
ich	PPER.*.Nom.Sg.1	ich	ich
ez	PPER.Neut.Akk.Sg.3	ez	ër
wol	AVD	wole	wole
behat	VVPP	behabet	behaben
wen	KOUS	wen	wan
daz	KOUS	daz	dazz
ichz	PPER.*.Nom.Sg.1|PPER.Neut.Akk.Sg.3	ich|ez	ich|ër
durch	APPR	durch	durh
truwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
tete	VVFIN.*.Past.Sg.1	tete	tuon
mit	APPR	mit	mit
rate	NA.Masc.Dat.Sg.st	râte	rât
und	KON	und	unte
mit	APPR	mit	mit
miner	DPOSA.Fem.Dat.Sg.st	mîner	mîn
bete	NA.Fem.Dat.Sg.st	bete	bëte
und	KON	und	unte
mit	APPR	mit	mit
miner	DPOSA.Fem.Dat.Sg.st	mîner	mîn
lere	NA.Fem.Dat.Sg.st	lêre	lêre
hat	VAFIN.*.Pres.Pl.2	hât	haben
ir	PPER.*.Nom.Pl.2	ir	ir
dise	DDA.Fem.Akk.Sg.*	dise	dise
ere	NA.Fem.Akk.Sg.st	êre	êre
hie	AVD	hier	hièr
zu	APPR	zuo	ze
troyge	NE.Dat.Sg	Trôje	Trôje
beiaget	VVFIN.*.Pres.Pl.2	bejaget	bejagen
daz	DDART.Neut.Akk.Sg.*	daz	dër
golt	NA.Neut.Akk.Sg.st	golt	gold
daz	DRELS.Neut.Akk.Sg	daz	dër
ir	PPER.*.Nom.Pl.2	ir	ir
herren	NA.Masc.Nom.Pl.*	hêrren	hêrre
traget	VVFIN.*.Pres.Pl.2	traget	tragen
die	DDART.*.Akk.Pl.*	die	dër
guldinne	ADJA.Pos.*.Akk.Pl.st	güldîne	güldîn
vingerlin	NA.Neut.Akk.Pl.st	vingerlîn	vingerlîn
an	APPR	an	ane
der	DDART.Fem.Dat.Sg.*	der	dër
hant	NA.Fem.Dat.Sg.st	hant	hant
und	KON	und	unte
daz	DDART.Neut.Akk.Sg.*	daz	dër
schone	ADJA.Pos.Neut.Akk.Sg.wk	schoene	schoène
siden	ADJA.Pos	sîdîn	sîdîn
gewant	NA.Neut.Akk.Sg.st	gewant	gewant
und	KON	und	unte
