o	ITJ	ô	ô
dacht	VVFIN.Ind.Past.Sg.3	dâhte	dènken
vor	AVD	vore	vore
,	$_	,	,
das	DDART.Neut.Akk.Sg.*	daz	dër
gabone	NA.Neut.Akk.Sg.st	gabene	gaben
seinr	DPOSA.*.Gen.Pl.st	sîner	sîn
wunden	NA.Fem.Gen.Pl.*	wunden	wunte
wär	NA.Neut.Akk.Sg.st	wâr	wuore
erstorben	VVPP	erstorben	erstërben
.	$_	.	.
	
und	KON	und	unte
do	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
valsches	NA.Masc.Gen.Sg.st	valsches	valsch
ane	PTKVZ	ane	ane
hört	VVFIN.*.Past.Sg.3	hôrte	hoèren
,	$_	,	,
das	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
des	DDART.Masc.Gen.Sg.*	des	dër
leibes	NA.Masc.Gen.Sg.st	lîbes	lîb
unverdorben	ADJD.Pos	unverdorben	unverdorben
,	$_	,	,
do	AVD	dô	dô
ward	VAFIN.Ind.Past.Sg.3	wart	wërden
er	PPER.Masc.Nom.Sg.3	er	ër
nie	AVD	nie	niè
so	AVD	sô	sô
fro	ADJD.Pos	vrô	vrô
in	APPR	in	in
menigen	DIA.*.Dat.Pl.st	manigen	manig
jaren	NA.Neut.Dat.Pl.st	jâren	jâr
.	$_	.	.
	
allerst	AVD.Sup	allerêrst	allerêreste
man	PI.*.Nom.Sg.st	man	man
ritter	NA.Masc.Akk.Pl.st	ritter	rîtære
vallen	VVINF	vallen	vallen
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
(	$_	(	(
ja	PTKANT	jâ	jâ
wer	PW.Masc.Nom.Sg.st	wer	wër
sein	DPOSA	sîn	sîn
thiost	NA.Fem.Nom.Sg.*	<unknown>	tjoste
gen	APPR	gein	gègen
im	PPER.Masc.Dat.Sg.3	im	ër
nicht	PTKNEG	niht	niht
wollt	VMFIN.*.Past.Sg.3	wolte	wèllen
sparen	VVINF	sparen	sparen
)	$_	)	)
.	$_	.	.
	
sein	DPOSA	sîn	sîn
durchfart	NA.Fem.Nom.Sg.st	durchvart	durhvart
mengen	DIS.Masc.Akk.Sg.st	manigen	manig
lerte	VVFIN.*.Past.Sg.3	lêrte	lêren
des	DDART.Masc.Gen.Sg.*	des	dër
tages	NA.Masc.Gen.Sg.st	tages	tag
satel	NA.Masc.Akk.Sg.st	satel	satel
rawmen	VVINF	rûmen	rûmen
.	$_	.	.
	
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
kaye	NE.Nom.Sg	Kaie	Kaie
alles	AVD	alles	alles
kerte	VVFIN.Ind.Past.Sg.3	kêrte	kêren
nach	APPR	nâch	nâh
im	PPER.Masc.Dat.Sg.3	im	ër
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
sich	PRF.Akk.*.*	sich	sich
an	APPR	an	ane
preys	NA.Masc.Akk.Sg.st	prîs	prîs
nie	AVD	nie	niè
tet	VVFIN.*.Past.Sg.3	tet	tuon
versawmen	VVINF	versûmen	versûmen
.	$_	.	.
	
samm	AVD	sam	same
tet	VVFIN.*.Past.Sg.3	tet	tuon
auch	AVD	ouch	ouch
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
yban	NE.Nom.Sg	Iban	Iwân
in	APPR	in	in
disem	DDA.Masc.Dat.Sg.*	disem	dise
streite	NA.Masc.Dat.Sg.st	strîte	strît
.	$_	.	.
	
wo	AVW	wâ	wâr
die	DDS.Masc.Nom.Pl.*	die	dër
sahen	VVFIN.Ind.Past.Pl.3	sâhen	sëhen
in	APPR	in	in
drenge	NA.Neut.Dat.Sg.st	drenge	drènge
not	NA.Fem.Akk.Sg.st	nôt	nôt
,	$_	,	,
do	AVD	dô	dô
kunden	VMFIN.*.Past.Pl.3	kunden	kunnen
sy	PPER.*.Nom.Pl.3	si	ër
auch	AVD	ouch	ouch
machen	VVINF	machen	machen
weg	NA.Masc.Akk.Sg.st	wec	wëg
vil	AVD	vile	vile
weyte	AVD	wîte	wîte
.	$_	.	.
	
allsus	AVD	alsus	allsus
der	DDART.Masc.Nom.Sg.*	der	dër
streit	NA.Masc.Nom.Sg.st	strît	strît
hie	AVD	hier	hièr
werte	VVFIN.*.Past.Sg.3	werte	wèren
,	$_	,	,
bisdas	KOUS	biz_daz	biz_dazz
die	DDART.Fem.Nom.Sg.*	die	dër
trüebe	ADJA.Pos.Fem.Nom.Sg.wk	trüebe	trüèbe
nacht	NA.Fem.Nom.Sg.st	naht	naht
des	DDART.Masc.Gen.Sg.*	des	dër
tages	NA.Masc.Gen.Sg.st	tages	tag
lieht	NA.Neut.Akk.Sg.st	lieht	lièht
verkerte	VVFIN.*.Past.Sg.3	verkêrte	verkêren
und	KON	und	unte
menigklich	AVD	maniclîche	mèniglîche
hin	AVD	hin	hine
zu	APPR	zuo	ze
den	DDS.*.Dat.Pl.*	den	dër
zeliden	APPR|NA.Neut.Dat.Sg.st	ze|lîdenne	ze|lîden
gacht	VVFIN.*.Past.Sg.3	gâhete	gâhen
durch	APPR	durch	durh
rue	NA.Fem.Akk.Sg.st	ruowe	ruowe
und	KON	und	unte
gmach	NA.Masc,Neut.Akk.Sg.st	gemach	gemach
,	$_	,	,
den	DRELS.Masc.Akk.Sg	den	dër
sy	PPER.*.Nom.Pl.3	si	ër
do	AVD	dô	dô
wonden	VVFIN.*.Past.Pl.3	wunden	winten
vinden	VVINF	vinden	vinden
.	$_	.	.
	
vil	AVD	vile	vile
küener	ADJA.Pos.Masc.Nom.Sg.st	küener	küène
ritter	NA.Masc.Gen.Pl.st	ritter	rîtære
ellenthaft	ADJN	ellenthaft	èllenthaft
durch	APPR	durch	durh
luft	NA.Fem,Masc.Akk.Sg.st	luft	luft
teten	VVFIN.Ind.Past.Pl.3	tâten	tuon
helem	NA.Masc.Akk.Sg.*	helm	hëlme
von	APPR	von	von
häubten	ADJA.Pos.*.Dat.Pl.*	<unknown>	houbet
pinden	NA.Masc.Dat.Pl.st	phinden	pîn
.	$_	.	.
	
lannzilet	NE.Nom.Sg	<unknown>	<unknown>
aus	APPR	ûz	ûz
dem	DDART.Masc.Dat.Sg.*	dem	dër
streyte	NA.Masc.Dat.Sg.st	strîte	strît
kart	VVFIN.*.Past.Sg.3	kârte	kêren
auch	AVD-KO*	ouch	ouch
an	APPR	an	ane
sein	DPOSA	sîn	sîn
gemach	NA.Neut.Akk.Sg.st	gemach	gemach
;	$_	;	;
und	KON	und	unte
in	APPR	in	in
der	DDART.Fem.Dat.Sg.*	der	dër
selben	DDA.Fem.Dat.Sg.wk	selben	sëlb
zeite	NA.Fem.Dat.Sg.st	zîte	zît
künig	NA.Masc.Nom.Sg.st	küninc	küning
galahut	NE.Nom.Sg	Galâhut	Galahut
in	PPER.Masc.Akk.Sg.3	in	ër
verres	AVD	verreste	vërre
reiten	VVINF	reiten	rèiten
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
eylt	VVFIN.*.Past.Sg.3	îlte	îlen
im	PPER.Masc.Dat.Sg.3	im	ër
schnelles	NA.Masc,Neut.Gen.Sg.st	schelles	snëll
nach	PTKVZ	nâch	nâh
ze	APPR	ze	ze
fragen	NA.Neut.Dat.Sg.wk	vrâgen	vrâgen
märe	AVD.Comp	mêre	mêre
;	$_	;	;
durch	APPR	durch	durh
seinen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
namen	NA.Masc.Akk.Sg.*	namen	name
und	KON	und	unte
auch	AVD	ouch	ouch
art	NA.Fem,Masc.Akk.Sg.st	art	art
fragt	VVFIN.*.Past.Sg.3	vrâgete	vrâgen
er	PPER.Masc.Nom.Sg.3	er	ër
,	$_	,	,
wann	KO*	wanne	wante
er	PPER.Masc.Nom.Sg.3	er	ër
der	DDART.Masc.Nom.Sg.*	der	dër
lanndt	NA.Fem.Gen.Sg.st	<unknown>	<unknown>
dar	AVD	dar	dâr
kumen	VVPP	kumen	komen
wäre	VAFIN.Subj.Past.Sg.3	wære	wësen
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach:<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
hort	VVFIN.*.Past.Sg.3	hôrte	hoèren
,	$_	,	,
ritter	NA.Masc.Nom.Sg.st	ritter	rîtære
here	ADJN	hêre	hêre
!	$_	!	!
	
in	APPR	in	in
güet	NA.Fem.Akk.Sg.st	güete	güète
frag	VVFIN.*.Pres.Sg.1	vrâge	vrâgen
ich	PPER.*.Nom.Sg.1	ich	ich
der	DDART.Fem.Gen.Sg.*	der	dër
mär	NA.Fem.Gen.Sg.st	marter	mære
;	$_	;	;
durch	APPR	durch	durh
ewer	DPOSA	iuwer	iuwer
manlich	ADJA.Pos.Fem.Akk.Sg.*	manlich	mannlich
ere	NA.Fem.Akk.Sg.st	êre	êre
lat	VVIMP.Pl.2	lât	lâzen
euch	PPER.*.Akk.Pl.2	iuch	ir
die	DDART.Fem.Akk.Sg.*	die	dër
frag	NA.Fem.Akk.Sg.st	vrâge	vrâge
von	APPR	von	von
mir	PPER.*.Dat.Sg.1	mir	ich
nicht	PTKNEG	niht	niht
wesen	VAINF	wesen	wësen
swär	ADJD.Pos	<unknown>	swære
:	$_	:	:
wie	AVW	wie	wiè
ir	PPER.*.Nom.Pl.2	ir	ir
mir	PPER.*.Dat.Sg.1	mir	ich
schaden	NA.Masc.Akk.Sg.*	schaden	schade
gros	ADJD.Pos	grôz	grôz
habt	VAFIN.*.Pres.Pl.2	habet	haben
heut	AVD	hiute	hiute
gefüeget	VVPP	gevüeget	vüègen
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
näms	AVD	<unknown>	nièmer
für	APPR	vüre	vüre
zwayr	CARDA.*.Gen.Pl.st	zweier	zwêne
lande	NA.Neut.Gen.Pl.st	lande	lant
kron	NA.Fem.Akk.Sg.st	krône	krône
,	$_	,	,
das	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
hernach	PAVD|PAVAP	her|nâch	hëre|nâh
mir	PPER.*.Dat.Sg.1	mir	ich
holldes	ADJA.Pos.Neut.Akk.Sg.st	holdez	hold
herze	NA.Neut.Akk.Sg.wk	herze	hërze
trüeget	VVFIN.*.Pres.Pl.2	trüejet	trüèjen
.	$_	.	.
	
dem	DDART.Masc.Dat.Sg.*	dem	dër
künig	NA.Masc.Dat.Sg.st	küninge	küning
aus	APPR	ûz	ûz
pritone	NE.Dat.Sg	Pritone	Priton
habt	VAFIN.*.Pres.Pl.2	habet	haben
ir	PPER.*.Nom.Pl.2	ir	ir
auf	APPR	ûf	ûf
disen	DDA.Masc.Akk.Sg.*	disen	dise
tag	NA.Masc.Akk.Sg.st	tac	tag
behallten	VVPP	behalten	behalten
lannd	NA.Neut.Akk.Sg.st	<unknown>	<unknown>
und	KON	und	unte
krone	NA.Fem.Akk.Sg.st	krône	krône
.	$_	.	.
	
wie	AVW	wie	wiè
ir	PPER.*.Nom.Pl.2	ir	ir
mir	PPER.*.Dat.Sg.1	mir	ich
habt	VAFIN.*.Pres.Pl.2	habet	haben
ersterbet	VVPP	ersterbet	erstèrben
man	PI.*.Nom.Sg.st	man	man
und	KON	und	unte
mag	VMFIN.Ind.Pres.Sg.3	mac	mügen
,	$_	,	,
yedoch	AVD	iedoch	ièdoh
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
in	APPR	in	in
warhait	NA.Fem.Dat.Sg.st	wârheit	wârhèit
euch	PPER.*.Dat.Pl.2	iuch	ir
das	DDS.Neut.Akk.Sg.*	daz	dër
jehen	VVINF	jehen	jëhen
:	$_	:	:
ob	KOUS	ob	obe
ich	PPER.*.Nom.Sg.1	ich	ich
ewr	DPOSA.Fem.Akk.Sg.*	<unknown>	iuwer
gesellschaft	NA.Fem.Akk.Sg.st	gîselschaft	gèselschaft
sollte	VMFIN.*.Past.Sg.1	solte	solen
han	VAINF	hân	haben
,	$_	,	,
do	AVD	dô	dô
wäret	AVD	wâret	wërt
mir	PPER.*.Dat.Sg.1	mir	ich
vil	NA.Neut.Nom.Sg.st	vile	vile
hailes	NA.Neut.Gen.Sg.st	heiles	hèil
an	PTKVZ	an	ane
beschehen	VVPP	beschehen	beschëhen
.	$_	.	.
	
ob	KOUS	ob	obe
ich	PPER.*.Nom.Sg.1	ich	ich
das	DDS.Neut.Akk.Sg.*	daz	dër
kund	VMFIN.*.Past.Sg.1	kunde	kunnen
gelaisten	VVINF	geleisten	gelèisten
,	$_	,	,
das	KOUS	daz	dazz
euch	PPER.*.Akk.Pl.2	iuch	ir
,	$_	,	,
herr	NA.Masc.Nom.Sg.*	hêrr	hêrre
,	$_	,	,
möcht	VMFIN.*.Past.Sg.3	mohte	mügen
behagen	VVINF	behagen	behagen
,	$_	,	,
mit	APPR	mit	mit
meiner	DPOSA.Fem.Dat.Sg.st	mîner	mîn
trew	NA.Fem.Dat.Sg.st	triuwe	triuwe
der	DDART.*.Gen.Pl.*	der	dër
maisten	ADJA.Sup.*.Gen.Pl.wk	meisten	mèist
,	$_	,	,
das	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
ewren	DPOSA.Masc.Akk.Sg.st	iuweren	iuwer
namen	NA.Masc.Akk.Sg.*	namen	name
mir	PPER.*.Dat.Sg.1	mir	ich
geruechet	VVFIN.*.Pres.Pl.2	geruochet	geruochen
sagen	VVINF	sagen	sagen
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
laist	VVFIN.Ind.Pres.Sg.1	leiste	lèisten
ymmer	AVD	iemer	ièmer
,	$_	,	,
war	PAVW	wâr	wâr
nach	PAVAP	nâch	nâh
stüend	VVFIN.Subj.Past.Pl.2	stüendet	stân
ewer	DPOSA	iuwer	iuwer
gere	NA.Fem.Akk.Sg.st	gere	gëre
.	$_	.	.
	
ob	KOUS	ob	obe
ir	PPER.*.Nom.Pl.2	ir	ir
mich	PPER.*.Akk.Sg.1	mich	ich
pätt	VVFIN.*.Pres.Pl.2	<unknown>	bëten
aller	DIA.*.Gen.Pl.st	aller	all
meiner	DPOSA.*.Gen.Pl.st	mîner	mîn
lannd	NA.Neut.Gen.Pl.st	<unknown>	<unknown>
,	$_	,	,
die	DDS.*.Akk.Pl.*	die	dër
gib	VVFIN.Ind.Pres.Sg.1	gibe	gëben
ich	PPER.*.Nom.Sg.1	ich	ich
euch	PPER.*.Dat.Pl.2	iuch	ir
auf	APPR	ûf	ûf
mein	DPOSA	mîn	mîn
künigklich	ADJA.Pos	küninclich	küninglich
ere.>	NA.Fem.Akk.Sg.st	êre	<unknown>
der	DDART.Masc.Nom.Sg.*	der	dër
helld	NA.Masc.Nom.Sg.st	<unknown>	hèled
aus	APPR	ûz	ûz
süessem	ADJA.Pos.Masc.Dat.Sg.st	süezem	süèze
munde	NA.Masc.Dat.Sg.st	munde	mund
dem	DDART.Masc.Dat.Sg.*	dem	dër
künig	NA.Masc.Dat.Sg.st	küninge	küning
antwurt	NA.Fem,Neut.Akk.Sg.st	antwürte	antwürte
pot	VVFIN.Ind.Past.Sg.3	bôt	bièten
,	$_	,	,
sprach:<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
herr	NA.Masc.Nom.Sg.*	hêrr	hêrre
,	$_	,	,
zu	APPR	zuo	ze
diser	DDA.Fem.Dat.Sg.*	diser	dise
stunde	NA.Fem.Dat.Sg.st	stunde	stunte
solt	VMFIN.*.Pres.Pl.2	solet	solen
ir	PPER.*.Nom.Pl.2	ir	ir
meins	DPOSA.Masc.Gen.Sg.st	mînes	mîn
namens	NA.Masc.Gen.Sg.*	namens	name
doch	AVD	doch	doh
nicht	PTKNEG	niht	niht
haben	VAINF	haben	haben
not	NA.Fem.Akk.Sg.st	nôt	nôt
.	$_	.	.
	
hernach	PAVD|PAVAP	her|nâch	hëre|nâh
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
euch	PPER.*.Akk.Pl.2	iuch	ir
des	DDS.Neut.Gen.Sg.*	des	dër
und	KON	und	unte
fürbas	AVD	vürebaz	vürebazz
weren	VVINF	weren	wèren
,	$_	,	,
umb	APPR	umbe	umbe
das	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
kund	VMFIN.*.Pres.Pl.2	kunnet	kunnen
geloben	VVINF	geloben	geloben
vil	AVD	vile	vile
,	$_	,	,
ob	KOUS	ob	obe
ir	PPER.*.Nom.Pl.2	ir	ir
vollaisten	NA.Fem,Masc.Akk.Sg.*	volleisten	volllèiste
tetet	VVFIN.Ind.Past.Pl.2	tâtet	tuon
auch	AVD	ouch	ouch
so	AVD	sô	sô
geren	VVINF	geren	gëren
.	$_	.	.
	
dienstlich	ADJA.Pos.Fem.Akk.Sg.*	dienestlich	diènestlich
gesellschaft	NA.Fem.Akk.Sg.st	gîselschaft	gèselschaft
geben	VVINF	geben	gëben
wolt	VMFIN.Subj.Past.Sg.1	wolte	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
euch	PPER.*.Dat.Pl.2	iuch	ir
ymmer	AVD	iemer	ièmer
mer	AVD.Comp	mêr	mêre
gar	AVD	gar	gare
all	DIA	al	all
mein	DPOSA	mîn	mîn
zeit	NA.Fem,Neut.Akk.Sg.st	zît	zît
und	KON	und	unte
leben	NA.Masc,Neut.Akk.Sg.st	leben	lëben
,	$_	,	,
ob	KOUS	ob	obe
ir	PPER.*.Nom.Pl.2	ir	ir
ainr	DIART.Fem.Gen.Sg.st	einer	èin
pet	NA.Fem.Gen.Sg.st	bete	bëte
wolltet	VMFIN.*.Past.Pl.2	woltet	wèllen
sein	VAINF	sîn	sîn
mein	DPOSA	mîn	mîn
gewer.>	NA.Neut.Akk.Sg.st	gewer	gewære
des	DDS.Neut.Gen.Sg.*	des	dër
gund	VVFIN.Ind.Past.Sg.3	gunde	gunnen
der	DDART.Masc.Nom.Sg.*	der	dër
künig	NA.Masc.Nom.Sg.st	küninc	küning
vil	AVD	vile	vile
gütigklichen	AVD	güeticlîchen	güètiglîche
lachen	VVINF	lachen	lachen
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach:<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
herr	NA.Masc.Nom.Sg.*	hêrr	hêrre
,	$_	,	,
reytet	VVFIN.Ind.Pres.Sg.3	reitet	rèiten
mit	APPR	mit	mit
mir	PPER.*.Dat.Sg.1	mir	ich
hinn	AVD	hinne	hinne
,	$_	,	,
so	AVD	sô	sô
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
euch	PPER.*.Dat.Pl.2	iuch	ir
der	DDART.Fem.Gen.Sg.*	der	dër
gelübd	NA.Fem.Gen.Sg.st	gelübede	gelübede
gewis	ADJD.Pos	gewis	gewiss
wol	AVD	wole	wole
machen.>sunst	NA.Masc.Akk.Sg.st	machensunst	machensunst
riten	VVINF	rîten	rîten
sy	PPER.*.Nom.Pl.3	si	ër
entsamen	AVD	ensamen	ensament
die	DDART.*.Akk.Pl.*	die	dër
hellden	NA.Fem.Akk.Pl.st	helden	hèllede
unverzagt	ADJD.Pos	unverzaget	unverzaget
.	$_	.	.
	
nach	AVD	nâch	nâh
müed	NA.Fem.Dat.Sg.st	müede	müède
ir	PPER.*.Nom.Pl.2	ir	ir
rue	NA.Fem,Masc.Nom.Sg.*	riuwe	riuwe
sy	PPER.Masc.Akk.Pl.3	si	ër
namen	VVFIN.Ind.Past.Pl.3	nâmen	nëmen
,	$_	,	,
da	AVD	dâ	dâr
manig	DIA.Neut.Akk.Sg.*	manic	manig
wunder	NA.Neut.Akk.Sg.st	wunder	wunter
man	PI.*.Nom.Sg.st	man	man
mit	APPR	mit	mit
nöten	NA.Fem,Masc.Dat.Pl.st	noeten	nôt
klagt	VVFIN.Ind.Pres.Sg.3	klaget	klagen
.	$_	.	.
	
galahut	NE.Nom.Sg	Galâhut	Galahut
nach	APPR	nâch	nâh
zwayn	CARDA.*.Dat.Pl.st	zwein	zwêne
künigen	NA.Masc.Dat.Pl.st	küningen	küning
schnelles	NA.Masc.Gen.Sg.st	schelles	snëll
sande	VVFIN.*.Past.Sg.3	sante	sènten
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach:<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
den	DDART.Masc.Akk.Sg.*	den	dër
helld	NA.Masc.Akk.Sg.st	<unknown>	hèled
,	$_	,	,
den	DRELS.Masc.Akk.Sg	den	dër
ir	PPER.*.Nom.Pl.2	ir	ir
hie	AVD	hier	hièr
secht	VVFIN.*.Pres.Pl.2	sehet	sëhen
,	$_	,	,
dem	DDS.Masc.Dat.Sg.*	dem	dër
stet	VVFIN.Ind.Pres.Sg.3	stêt	stân
mein	DPOSA.Fem.Nom.Sg.*	mîn	mîn
trew	NA.Fem.Nom.Sg.*	triuwe	triuwe
durch	APPR	durch	durh
glübd	NA.Fem.Akk.Sg.st	gelübede	<unknown>
zu	APPR	zuo	ze
hochem	ADJA.Pos.Neut.Dat.Sg.st	hôhem	hôh
pfannde	NA.Neut.Dat.Sg.st	pfande	pfant
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
sollt	VMFIN.*.Pres.Pl.2	solet	solen
ir	PPER.*.Nom.Pl.2	ir	ir
wesen	VAINF	wesen	wësen
payde	DID.*.Nom.Pl.st	beide	bèide
gewer	NA.Fem.Akk.Sg.st	gewer	gewère
all	DIA	al	all
solicher	DDA.Fem.Gen.Sg.st	solicher	solich
sach	NA.Fem.Gen.Sg.st	sache	sache
;	$_	;	;
ich	PPER.*.Nom.Sg.1	ich	ich
bestäts	VVFIN.*.Pres.Sg.1|PPER.Neut.Gen.Sg.3	bestên|es	bestân|ër
mit	APPR	mit	mit
meinem	DPOSA.Masc.Dat.Sg.st	mînem	mîn
ayde	NA.Masc.Dat.Sg.st	eide	èid
:	$_	:	:
wes	PW.Neut.Gen.Sg.st	wes	wër
er	PPER.Masc.Nom.Sg.3	er	ër
mich	PPER.*.Akk.Sg.1	mich	ich
mant	VVFIN.Ind.Pres.Sg.3	manet	manen
,	$_	,	,
sey	VAFIN.Subj.Pres.Sg.3	sî	sîn
wirdig	ADJD.Pos	wirdic	wirdig
oder	KON	oder	oder
swach	ADJD.Pos	swach	swach
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
setz	VVFIN.*.Pres.Sg.1	setze	sètzen
ich	PPER.*.Nom.Sg.1	ich	ich
mich	PRF.Akk.Sg.st	mich	ich
in	APPR	in	in
kainen	DIA.Masc.Akk.Sg.st	keinen	kèin
weis	NA.Masc.Akk.Sg.st	wîse	wîse
im	PPER.Masc.Dat.Sg.3	im	ër
wider.>	AVD	wider	widere
hiemit	PAVD|PAVAP	hier|mit	hièr|mite
bestätt	VVPP	bestatet	bestèten
was	VAFIN.Ind.Past.Sg.3	was	wësen
dise	DDA.Fem.Nom.Sg.*	dise	dise
suen	NA.Fem.Nom.Sg.*	süene	suone
.	$_	.	.
	
durch	APPR	durch	durh
ru	NE.Akk.Sg	Rû	Ruo
die	DDART.*.Nom.Pl.*	die	dër
herrn	NA.Masc.Nom.Pl.*	hêrrn	hêrre
alldo	DIN.*.Nom.Pl.st	alde	all
sich	PRF.Akk.*.*	sich	sich
legten	VVFIN.*.Past.Pl.3	legeten	lègen
nyder	PTKVZ	nider	nidere
.	$_	.	.
	
awentewr,	$_	<unknown>	<unknown>
wie	AVW	wie	wiè
der	DDART.Masc.Nom.Sg.*	der	dër
frid	NA.Masc.Nom.Sg.*	vride	vride
mit	APPR	mit	mit
artus	NE.Dat.Sg	Artûs	Artûs
und	KON	und	unte
dem	DDART.Masc.Dat.Sg.*	dem	dër
künig	NA.Masc.Dat.Sg.st	küninge	küning
galahut	NE.Nom.Sg	Galâhut	Galahut
gemacht	VVPP	gemachet	machen
ward	VAFIN.Ind.Past.Sg.3	wart	wërden
durch	APPR	durch	durh
lannzilet	NE.Akk.Sg	<unknown>	<unknown>
.	$_	.	.
	
artus	NE.Nom.Sg	Artûs	Artûs
vil	AVD	vile	vile
klainer	ADJA.Pos.*.Gen.Pl.st	kleiner	klèine
wunnen	NA.Fem.Gen.Pl.*	wünnen	wünne
wielt	VVFIN.Ind.Past.Sg.3	wielt	walten
all	DIA.Fem.Akk.Sg.*	al	all
die	DDART.Fem.Akk.Sg.*	die	dër
selben	DDA.Fem.Akk.Sg.wk	selben	sëlb
nacht	NA.Fem.Akk.Sg.st	naht	naht
.	$_	.	.
	
morgens	NA.Masc.Gen.Sg.st	morgenes	morgen
,	$_	,	,
alls	KO*	als	allsô
man	PI.*.Nom.Sg.st	man	man
die	DDART.Fem.Akk.Sg.*	die	dër
sunnen	NA.Fem.Akk.Sg.*	sunnen	sunne
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
,	$_	,	,
das	KOUS	daz	dazz
sy	PPER.Fem.Nom.Sg.3	si	ër
über	APPR	über	über
die	DDART.Masc.Akk.Pl.*	die	dër
hochen	ADJA.Pos.*.Akk.Pl.wk	hôhen	hôh
perg	NA.Masc.Akk.Pl.st	berge	bërg
auf	PTKVZ	ûf	ûf
gacht	VVFIN.*.Past.Sg.3	gâhete	gâhen
,	$_	,	,
artus	NE.Akk.Sg	Artûs	Artûs
nicht	PTKNEG	niht	niht
dacht	VVFIN.Ind.Past.Sg.3	dâhte	dènken
,	$_	,	,
wann	KOKOM	wan	wan
läut	NA.Masc,Neut.Akk.Sg.st	liut	liut
und	KON	und	unte
lannd	NA.Neut.Akk.Sg.st	<unknown>	<unknown>
verlieren	VVINF	verlieren	verlièren
von	APPR	von	von
jener	DDA.Fem.Dat.Sg.st	jener	jèner
grosser	ADJA.Pos.Fem.Dat.Sg.st	grôzer	grôz
übermacht	NA.Fem.Dat.Sg.st	übermaht	übermaht
.	$_	.	.
	
yedoch	AVD	iedoch	ièdoh
richten	VVFIN.*.Past.Pl.3	rihten	rihten
zu	PTKVZ	zuo	zuo
streyt	VVFIN.Ind.Past.Sg.3	streit	strîten
sich	PRF.Akk.*.*	sich	sich
die	DDART.*.Nom.Pl.*	die	dër
vill	AVD	vile	vile
zieren	ADJA.Pos.*.Nom.Pl.wk	zieren	zière
.	$_	.	.
	
allsus	AVD	alsus	allsus
sich	PRF.Akk.*.*	sich	sich
ward	VAFIN.Ind.Past.Sg.3	wart	wërden
rotieren	VVPP	<unknown>	rôtièren
in	APPR	in	in
galahutes	NE.Gen.Sg	Galahutes	Galahut
schar	NA.Fem.Dat.Sg.st	schar	schare
zu	APPR	zuo	ze
vellde	NA.Neut.Dat.Sg.st	velde	vëld
mit	APPR	mit	mit
panieren	NA.Fem,Neut.Dat.Pl.st	panieren	panière
so	AVD	sô	sô
mangerot	ADJD.Pos	mangeret	manigrôt
.	$_	.	.
	
lannzilet	NE.Nom.Sg	<unknown>	<unknown>
der	DDART.*.Gen.Pl.*	der	dër
schanden	NA.Fem.Gen.Sg.st	schanden	schante
par	VVFIN.Ind.Past.Sg.3	bar	bëren
der	DDS.Masc.Nom.Sg.*	der	dër
mandt	VVFIN.*.Past.Sg.3	manete	manen
den	DDART.Masc.Akk.Sg.*	den	dër
künig	NA.Masc.Akk.Sg.st	küninc	küning
gelübdes	NA.Neut.Gen.Sg.st	gelübedes	gelübede
und	KON	und	unte
seiner	DPOSA.Fem.Gen.Sg.st	sîner	sîn
eren	NA.Fem.Gen.Sg.st	êren	êre
;	$_	;	;
er	PPER.Masc.Nom.Sg.3	er	ër
jach:<	VVFIN.Ind.Past.Sg.1	jach	jëhen
